neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,desc_word_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price
Outer Richmond,37.77705,-122.50773,Entire home/apt,2,332,4.99,t,2,115,48,42,0.5,0.5,0.5,5.293304824724492
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,71,0.5,0.5,0.5,5.572154032177765
Outer Sunset,37.74761,-122.48699,Private room,6,15,4.8,f,11,304,43,80,0.5,0.5,0.5,5.6240175061873385
Marina,37.797679941385496,-122.42782850909644,Entire home/apt,6,18,5.0,f,6,285,44,80,0.5,0.3333333333333333,0.5,6.984716320118266
Mission,37.7548389,-122.4113937,Entire home/apt,2,12,4.92,t,11,339,13,75,0.5,0.5,0.5,5.342334251964811
Bayview,37.73407,-122.40326,Entire home/apt,8,74,4.77,f,20,260,37,29,0.5,0.25,0.5,5.8289456176102075
Outer Richmond,37.77817618750178,-122.48898603493896,Entire home/apt,4,49,4.96,t,5,25,38,66,0.25,0.5,0.5,5.501258210544727
Mission,37.76155,-122.42443,Private room,2,82,4.8,f,30,365,4,47,0.5,0.5,0.5,4.605170185988092
Western Addition,37.78025,-122.44239,Entire home/apt,4,52,4.85,f,0,212,34,65,0.5,0.25,0.5,5.147494476813453
North Beach,37.8076,-122.41317,Private room,2,0,0.0,t,28,97,23,71,0.5,0.5,0.5,5.272999558563747
Western Addition,37.77963380797718,-122.44346064817722,Entire home/apt,6,3,5.0,t,10,250,61,51,0.3333333333333333,0.3333333333333333,0.5,5.652489180268651
Glen Park,37.73942,-122.42627,Entire home/apt,2,157,4.8,f,14,219,56,79,0.5,0.5,0.5,5.062595033026967
Golden Gate Park,37.77291,-122.46279,Private room,2,244,4.82,t,20,324,67,64,0.5,0.75,0.5,4.8283137373023015
Outer Sunset,37.74782,-122.47713,Private room,4,504,4.91,t,12,336,31,76,0.25,0.25,0.5,4.276666119016055
Nob Hill,37.79264,-122.41945,Private room,2,31,4.74,f,1,336,6,39,0.5,0.5,0.5,4.787491742782046
Diamond Heights,37.74202,-122.43722,Entire home/apt,6,11,4.91,f,0,230,75,82,0.5,0.5,0.3333333333333333,5.857933154483459
Ocean View,37.72263,-122.46759,Entire home/apt,6,51,4.86,f,8,256,37,51,0.16666666666666666,0.16666666666666666,0.16666666666666666,5.220355825078324
Russian Hill,37.80485,-122.42161,Entire home/apt,6,12,5.0,f,29,174,25,67,0.3333333333333333,0.4166666666666667,0.5,6.74993119378857
Western Addition,37.77034,-122.43594,Entire home/apt,4,265,4.88,f,0,124,60,72,0.75,0.5,1.0,5.7745515455444085
Russian Hill,37.7996962,-122.4233745,Entire home/apt,4,6,5.0,t,0,259,29,79,0.5,0.5,0.5,5.991464547107982
Mission,37.76792,-122.42426,Private room,1,11,5.0,t,4,133,32,89,1.0,1.0,1.0,3.9889840465642745
Downtown/Civic Center,37.7892,-122.40955,Private room,2,12,5.0,t,19,324,15,31,0.5,1.0,0.5,5.14166355650266
Haight Ashbury,37.77392,-122.43847,Entire home/apt,4,8,5.0,f,0,212,46,82,0.5,0.25,0.5,4.990432586778736
Castro/Upper Market,37.76011276245117,-122.43460083007812,Private room,2,39,4.62,f,25,353,47,64,0.5,1.0,1.0,4.859812404361672
Haight Ashbury,37.77047,-122.44403,Entire home/apt,4,10,4.8,t,30,365,21,78,0.5,0.25,0.25,5.111987788356544
Outer Richmond,37.77956,-122.5079,Private room,2,452,4.98,t,12,146,52,79,0.5,0.5,0.5,4.941642422609304
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,0,0.0,f,7,296,49,63,0.5,0.3333333333333333,0.6666666666666666,5.988961416889864
Noe Valley,37.742115965640096,-122.42743003409409,Entire home/apt,10,0,0.0,f,29,364,11,53,0.2,0.1,0.4,5.1647859739235145
South of Market,37.78165115403121,-122.40286033560672,Entire home/apt,2,0,0.0,f,28,363,39,78,0.5,0.5,0.5,6.148468295917647
Downtown/Civic Center,37.7859,-122.41612,Private room,2,90,4.52,f,17,252,16,34,0.5,0.5,0.5,4.394449154672439
South of Market,37.78519318342673,-122.39400662299776,Entire home/apt,5,3,4.33,f,6,327,43,69,0.4,0.4,0.4,5.356586274672012
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,5,3.2,f,30,365,36,49,0.5,0.5,0.5,5.572154032177765
Twin Peaks,37.75846,-122.45072,Entire home/apt,6,33,4.94,t,10,130,50,81,0.3333333333333333,0.3333333333333333,0.5,6.486160788944089
Excelsior,37.71936054106397,-122.4360967164578,Entire home/apt,4,13,4.92,t,12,282,56,84,0.5,0.25,0.5,4.844187086458591
Financial District,37.78671,-122.39715,Private room,1,5,5.0,t,8,256,43,47,1.0,1.0,1.0,4.394449154672439
Downtown/Civic Center,37.7895,-122.41102,Entire home/apt,2,929,4.52,f,25,296,24,78,0.0,0.5,0.5,4.787491742782046
Castro/Upper Market,37.76162,-122.42855,Entire home/apt,2,99,4.98,t,10,194,59,36,0.5,0.5,0.5,5.703782474656201
Inner Richmond,37.78407989562463,-122.4745153619538,Entire home/apt,2,1,5.0,t,24,359,30,87,0.5,0.5,0.5,4.6443908991413725
Outer Sunset,37.74834,-122.4921,Private room,3,529,4.87,t,5,284,44,96,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.219507705176107
Haight Ashbury,37.77109,-122.44758,Entire home/apt,2,16,4.56,t,30,365,17,69,0.5,0.5,0.5,4.543294782270004
Parkside,37.7392,-122.49834,Entire home/apt,7,4,5.0,f,12,314,45,70,0.42857142857142855,0.2857142857142857,0.5714285714285714,5.484796933490655
West of Twin Peaks,37.74193,-122.46531,Entire home/apt,2,567,4.82,t,1,109,36,87,0.5,0.5,0.5,4.30406509320417
Haight Ashbury,37.75939,-122.44963,Entire home/apt,4,118,4.99,t,3,192,49,82,0.25,0.25,0.5,5.081404364984463
Potrero Hill,37.75664,-122.40196,Private room,2,226,4.98,t,0,214,56,79,0.5,0.5,0.5,4.90527477843843
Mission,37.7562,-122.40944,Entire home/apt,5,57,4.81,f,6,291,35,0,0.4,0.3,0.8,5.375278407684165
Russian Hill,37.8037535,-122.4163976,Entire home/apt,10,16,4.88,t,1,93,42,71,0.4,0.3,0.4,7.716906135298388
Mission,37.7582,-122.42306,Entire home/apt,1,6,5.0,t,17,352,38,66,0.0,1.0,1.0,4.875197323201151
West of Twin Peaks,37.72942,-122.46691,Entire home/apt,3,183,4.72,f,17,352,24,48,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.574710978503383
North Beach,37.8002289,-122.4076054,Entire home/apt,4,23,4.96,t,0,34,48,71,0.25,0.25,0.5,5.093750200806762
Russian Hill,37.79743,-122.41306,Private room,1,0,0.0,f,30,285,29,0,1.0,2.0,1.0,3.912023005428146
Inner Richmond,37.78017,-122.44899,Entire home/apt,4,16,5.0,t,0,205,32,71,0.5,0.25,1.5,4.8283137373023015
Russian Hill,37.80471,-122.42132,Private room,4,24,4.88,f,1,331,27,64,0.25,0.25,0.25,6.315358001522335
Inner Richmond,37.78174,-122.47415,Private room,2,9,4.78,f,0,120,12,78,0.5,0.5,0.0,4.382026634673881
Potrero Hill,37.7657240066106,-122.40486393639664,Entire home/apt,5,0,0.0,f,27,362,12,72,0.6,0.6,0.8,7.2078598714324755
Western Addition,37.77141,-122.43709,Private room,4,8,4.88,t,17,321,5,44,0.0,0.25,0.5,5.860786223465865
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,13,4.92,f,19,308,49,69,0.25,0.25,0.5,5.652489180268651
Outer Mission,37.7325,-122.44894,Private room,1,59,4.93,t,0,60,41,71,1.0,2.0,1.0,4.04305126783455
Ocean View,37.71451632709597,-122.45836579286764,Entire home/apt,7,0,0.0,f,0,238,11,30,0.2857142857142857,0.14285714285714285,0.5714285714285714,4.07753744390572
Bernal Heights,37.74615,-122.41787,Entire home/apt,5,1,5.0,t,0,335,69,15,0.6,0.4,0.6,5.517452896464707
South of Market,37.78215,-122.39479,Entire home/apt,8,47,5.0,t,0,243,48,75,0.375,0.4375,0.5,6.440946540632921
Mission,37.75185,-122.40363,Entire home/apt,5,32,4.91,t,8,88,60,79,0.8,0.2,0.8,5.902633333401366
Lakeshore,37.72253,-122.4727,Private room,1,0,0.0,f,0,243,43,81,1.0,1.0,1.0,4.007333185232471
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,53,0.5,0.5,0.5,5.572154032177765
Castro/Upper Market,37.75813674926758,-122.43438720703124,Entire home/apt,3,5,5.0,f,0,9,49,68,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.247024072160486
Nob Hill,37.7949866,-122.4183572,Entire home/apt,2,2,4.5,t,2,325,17,73,0.5,0.5,0.5,4.727387818712341
Outer Richmond,37.77572,-122.49473,Entire home/apt,6,136,4.93,t,14,244,30,92,0.5,0.16666666666666666,0.5,5.765191102784844
South of Market,37.78425,-122.3939,Entire home/apt,6,49,4.92,t,0,252,49,72,0.5,0.5,0.5,6.437751649736401
Outer Richmond,37.78004,-122.48584,Entire home/apt,6,7,4.86,f,11,315,17,71,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.262690188904886
Financial District,37.792699,-122.39212,Private room,2,22,4.68,f,25,94,23,30,0.5,0.5,0.5,5.60947179518496
Marina,37.8009,-122.43272,Private room,1,8,4.75,t,0,319,17,54,1.0,1.0,1.0,4.127134385045092
Ocean View,37.72011,-122.46662,Private room,1,8,4.88,t,0,119,23,55,1.0,1.0,1.0,3.6888794541139363
Mission,37.76273,-122.42096,Entire home/apt,6,57,4.86,f,29,179,59,72,0.5,0.25,0.5,5.488937726156687
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,4,4.25,t,16,222,50,75,0.0,0.25,0.5,5.41610040220442
Haight Ashbury,37.77002,-122.44164,Private room,5,0,0.0,f,18,53,38,72,0.6,0.4,0.6,6.021023349349527
Outer Sunset,37.75581,-122.48659,Entire home/apt,4,51,5.0,f,14,14,32,76,0.5,0.375,0.5,5.662960480135946
Western Addition,37.78375,-122.4245,Entire home/apt,4,0,0.0,f,23,263,10,53,0.5,0.25,0.75,5.71042701737487
Pacific Heights,37.79103216259279,-122.42297606781348,Private room,6,5,5.0,t,7,320,49,72,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.396929655216146
Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,2,79,4.77,f,29,364,23,0,0.5,0.5,0.5,5.529429087511423
Mission,37.75814,-122.42161,Entire home/apt,4,43,4.91,t,7,15,16,77,0.5,0.25,0.5,6.042632833682381
Chinatown,37.79113,-122.40629,Entire home/apt,2,16,4.88,t,0,5,24,51,0.0,0.5,0.5,4.605170185988092
Mission,37.76156,-122.42059,Private room,2,676,4.97,t,4,309,50,78,0.5,0.5,0.5,5.087596335232384
South of Market,37.77681,-122.40796,Private room,2,4,4.75,f,0,247,26,69,0.5,0.5,1.0,4.060443010546419
Crocker Amazon,37.70951,-122.449,Private room,1,25,4.56,f,19,354,42,69,1.0,2.0,1.0,3.9512437185814275
Excelsior,37.72525,-122.43013,Private room,1,138,4.74,f,0,51,39,23,2.0,2.0,1.0,3.9512437185814275
Outer Sunset,37.7474287,-122.4822149,Entire home/apt,7,14,5.0,t,7,307,66,79,0.5714285714285714,0.2857142857142857,0.5714285714285714,6.359573868672378
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Outer Mission,37.72703,-122.43481,Entire home/apt,1,1,4.0,t,30,270,10,20,1.0,0.0,1.0,4.77912349311153
Financial District,37.7882187,-122.4030532,Entire home/apt,4,0,0.0,t,16,271,43,68,0.25,0.25,0.5,6.57507584059962
Outer Mission,37.72146,-122.43942,Entire home/apt,12,4,5.0,t,0,66,38,55,0.25,0.16666666666666666,0.4166666666666667,5.981414211254481
Noe Valley,37.74404856166771,-122.42710137794847,Entire home/apt,6,0,0.0,f,30,270,44,77,0.5,0.3333333333333333,0.0,5.393627546352362
Pacific Heights,37.79626979079541,-122.42926941568072,Entire home/apt,6,5,5.0,t,0,61,56,72,0.5,0.75,0.5,6.892641641172089
Inner Sunset,37.76458,-122.47713,Private room,1,1,5.0,f,0,148,55,32,1.0,1.0,1.0,3.7612001156935624
Marina,37.79989,-122.43616,Private room,2,0,0.0,f,28,362,20,37,0.5,0.5,0.0,4.983606621708336
South of Market,37.78142,-122.39736,Entire home/apt,2,61,4.7,t,18,253,12,89,0.5,0.5,0.5,4.836281906951478
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Downtown/Civic Center,37.78947409501448,-122.4075460869983,Entire home/apt,4,2,5.0,f,16,63,29,37,0.25,0.25,0.5,5.247024072160486
Bayview,37.73791,-122.3977,Private room,2,0,0.0,f,0,250,22,78,0.5,0.5,0.5,4.110873864173311
Noe Valley,37.74247,-122.43413,Private room,2,68,4.96,t,18,162,47,66,0.5,0.5,0.5,4.672828834461906
Pacific Heights,37.79283,-122.44006,Entire home/apt,8,19,5.0,f,10,62,59,74,0.5,0.25,0.5,6.51471269087253
Western Addition,37.787990415430215,-122.425307633368,Private room,2,1,5.0,t,0,233,55,75,0.5,0.0,0.5,4.700480365792417
Haight Ashbury,37.76457,-122.45057,Entire home/apt,4,80,4.85,f,0,0,27,72,0.5,0.5,0.75,5.10594547390058
Nob Hill,37.79061,-122.42111,Private room,2,27,4.78,f,0,324,13,27,0.5,0.5,0.5,4.477336814478207
Crocker Amazon,37.71123,-122.4449,Entire home/apt,2,65,4.46,f,0,256,11,36,0.5,0.5,0.5,3.970291913552122
Western Addition,37.77743,-122.42502,Entire home/apt,2,70,4.8,t,7,342,19,28,0.0,0.5,0.5,4.787491742782046
Inner Sunset,37.75646,-122.45623,Entire home/apt,8,27,4.93,f,0,38,42,81,0.5,0.375,0.625,6.19644412779452
Marina,37.80405,-122.44371,Entire home/apt,6,12,5.0,t,0,120,49,36,0.3333333333333333,0.3333333333333333,0.5,5.703782474656201
Western Addition,37.78746,-122.44046,Private room,1,28,5.0,t,24,218,68,78,2.0,1.0,1.0,4.605170185988092
Outer Richmond,37.77784,-122.47828,Private room,4,48,4.69,f,12,248,48,80,0.25,0.375,0.5,4.30406509320417
Mission,37.7486,-122.42058,Entire home/apt,4,76,4.92,t,0,119,36,162,0.5,0.5,0.5,5.19295685089021
Downtown/Civic Center,37.777666252198216,-122.42133664677118,Private room,2,0,0.0,t,22,76,11,64,0.0,0.5,0.5,4.672828834461906
Bernal Heights,37.74184,-122.41943,Entire home/apt,4,0,0.0,f,1,61,28,37,0.5,0.25,0.5,5.303304908059076
Inner Richmond,37.77542,-122.46955,Entire home/apt,3,159,4.85,t,7,205,44,47,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.0369526024136295
South of Market,37.7776592,-122.4142959,Hotel room,2,0,0.0,f,26,349,23,42,0.5,0.5,0.0,5.241747015059643
Downtown/Civic Center,37.789280470764446,-122.4119989864174,Entire home/apt,6,0,0.0,t,30,68,10,50,0.3333333333333333,0.3333333333333333,0.5,5.793013608384144
Potrero Hill,37.75828,-122.39723,Entire home/apt,4,26,5.0,t,0,140,69,62,0.5,0.375,0.5,5.459585514144159
Castro/Upper Market,37.76193,-122.42987,Private room,1,19,5.0,t,21,231,28,48,1.0,1.5,1.0,4.8283137373023015
Western Addition,37.771751576413855,-122.42433582263678,Entire home/apt,6,2,5.0,f,0,239,43,80,0.3333333333333333,0.3333333333333333,0.5,5.8916442118257715
Outer Sunset,37.76045,-122.50501,Entire home/apt,7,5,4.4,f,30,150,27,78,0.5714285714285714,0.42857142857142855,0.8571428571428571,6.467698726104354
Parkside,37.73938,-122.47868,Private room,2,104,4.88,f,10,144,56,74,0.5,0.5,0.5,4.499809670330265
Western Addition,37.78013151607407,-122.4345963497228,Entire home/apt,2,113,4.98,t,5,147,49,70,0.5,0.5,1.0,5.308267697401205
Inner Richmond,37.78143,-122.45973,Entire home/apt,6,6,5.0,t,10,253,62,81,0.5,0.3333333333333333,0.5,5.736572297479192
Downtown/Civic Center,37.78863,-122.40967,Entire home/apt,4,15,5.0,t,0,3,19,43,0.0,0.25,0.5,5.003946305945459
Western Addition,37.78137785332376,-122.44019367210257,Entire home/apt,5,21,4.71,t,13,145,24,45,0.4,0.4,0.4,5.872117789475416
Castro/Upper Market,37.76421,-122.43397,Entire home/apt,4,253,4.96,t,8,52,42,68,0.5,0.25,0.5,5.703782474656201
Castro/Upper Market,37.76827,-122.43578,Entire home/apt,2,103,5.0,t,10,204,37,52,0.5,0.5,0.5,5.616771097666572
Outer Richmond,37.7833251953125,-122.4820785522461,Entire home/apt,2,46,5.0,t,13,108,39,87,0.5,0.5,0.5,5.480638923341991
Twin Peaks,37.750922964393865,-122.44510689514402,Entire home/apt,3,1,5.0,f,29,358,50,75,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.181783550292085
South of Market,37.78655,-122.39156,Entire home/apt,2,4,5.0,t,0,302,29,74,0.5,0.5,0.5,4.90527477843843
Castro/Upper Market,37.76327,-122.4262,Entire home/apt,4,2,5.0,f,0,60,27,23,0.5,0.375,0.75,5.768320995793772
Nob Hill,37.79,-122.41339,Entire home/apt,4,3,5.0,t,23,109,46,79,0.25,0.25,0.5,5.459585514144159
Financial District,37.78922244195008,-122.3972301990362,Entire home/apt,3,0,0.0,f,0,274,12,59,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.455321115357702
Downtown/Civic Center,37.78523111580099,-122.4110407713727,Entire home/apt,2,0,0.0,f,29,364,55,69,0.5,0.5,0.5,5.1647859739235145
Mission,37.75138,-122.41016,Entire home/apt,5,13,4.92,f,4,18,39,83,0.6,0.4,0.6,6.1224928095143865
Outer Sunset,37.7595,-122.50003,Private room,3,491,4.9,t,6,319,23,82,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.007333185232471
North Beach,37.80759,-122.42041,Private room,4,1,5.0,f,29,119,31,80,0.25,0.25,0.25,6.7226297948554485
Bayview,37.71878,-122.39119,Entire home/apt,2,128,4.84,f,0,0,22,44,0.5,0.5,0.5,4.30406509320417
Downtown/Civic Center,37.78694443313931,-122.41073077564285,Entire home/apt,2,2,5.0,f,19,55,24,51,0.0,0.5,1.0,5.43372200355424
Bayview,37.71889,-122.39441,Entire home/apt,5,267,4.9,t,19,257,63,103,0.4,0.2,0.6,5.099866427824199
Russian Hill,37.8055,-122.42058,Private room,6,3,5.0,t,12,75,33,80,0.3333333333333333,0.16666666666666666,0.5,5.846438775057725
Outer Mission,37.71871,-122.44589,Entire home/apt,3,0,0.0,f,20,80,24,44,0.3333333333333333,0.6666666666666666,0.6666666666666666,5.003946305945459
Mission,37.74931,-122.41737,Entire home/apt,2,0,0.0,f,10,131,31,69,0.5,0.5,0.5,4.997212273764115
Bernal Heights,37.73466,-122.41694,Entire home/apt,8,28,4.93,f,3,159,56,84,0.5,0.3125,0.75,6.003887067106539
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,308,50,69,0.25,0.25,0.5,5.652489180268651
Inner Richmond,37.77541,-122.46317,Entire home/apt,4,17,4.65,t,0,242,47,58,0.5,0.25,0.5,4.962844630259907
Downtown/Civic Center,37.78795,-122.41346,Entire home/apt,4,0,0.0,f,0,180,22,68,0.25,0.25,0.5,6.1092475827643655
Downtown/Civic Center,37.77759,-122.42117,Entire home/apt,2,26,4.92,t,5,8,14,75,0.5,0.5,0.5,4.969813299576001
South of Market,37.77716,-122.4089,Private room,4,5,4.4,f,12,313,30,83,0.25,0.25,0.5,5.153291594497779
Parkside,37.74263,-122.47576,Private room,2,8,4.63,f,0,335,9,79,0.0,0.5,0.5,4.127134385045092
Financial District,37.78915,-122.40671,Private room,2,90,4.34,f,30,212,11,30,0.5,0.0,0.5,4.624972813284271
Bayview,37.73981,-122.40035,Entire home/apt,7,53,4.75,t,9,140,55,20,0.42857142857142855,0.2857142857142857,0.5714285714285714,5.153291594497779
West of Twin Peaks,37.74365,-122.45889,Entire home/apt,3,435,4.75,f,5,206,54,60,0.0,0.3333333333333333,0.3333333333333333,4.406719247264253
Potrero Hill,37.76115,-122.4034,Entire home/apt,2,3,5.0,f,0,235,59,75,0.5,0.5,0.5,4.709530201312334
Russian Hill,37.8001751473809,-122.41466614408216,Entire home/apt,5,29,4.93,f,6,239,61,63,0.6,0.4,0.6,6.856461984594587
Crocker Amazon,37.70911,-122.44886,Private room,1,3,5.0,f,18,353,43,9,1.0,2.0,1.0,3.784189633918261
Bayview,37.72944,-122.38381,Private room,1,7,5.0,f,23,358,69,45,1.0,1.0,1.0,4.248495242049359
Inner Sunset,37.75698,-122.4669,Private room,4,94,4.7,f,14,68,40,79,0.25,0.25,1.0,4.59511985013459
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,34,46,0.5,0.5,0.5,5.572154032177765
Mission,37.761097,-122.424545,Private room,2,472,4.9,t,12,180,51,29,0.5,0.5,0.5,4.442651256490317
Castro/Upper Market,37.76584,-122.43616,Private room,3,437,4.91,t,7,313,57,74,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.820281565605037
Downtown/Civic Center,37.78970069014047,-122.41151782146832,Entire home/apt,4,1,5.0,t,22,119,46,79,0.25,0.25,0.5,5.459585514144159
Castro/Upper Market,37.7624,-122.42661,Entire home/apt,2,508,4.81,t,8,146,32,37,0.5,0.5,0.5,5.19295685089021
Western Addition,37.774323,-122.43644,Private room,4,46,4.96,t,5,292,55,41,0.5,0.25,0.5,5.497168225293202
West of Twin Peaks,37.7343097,-122.4589306,Entire home/apt,4,10,4.9,f,1,297,53,67,0.25,0.25,0.5,5.147494476813453
Mission,37.76082510952615,-122.41796214197512,Private room,2,2,5.0,t,0,210,28,69,0.5,0.5,0.5,4.727387818712341
South of Market,37.77720650251494,-122.41045341647738,Entire home/apt,8,36,4.92,f,14,240,56,81,0.5,0.125,0.5,6.476972362889683
Outer Richmond,37.7842,-122.48576,Entire home/apt,5,27,4.85,f,0,89,32,53,0.4,0.2,0.4,5.707110264748875
West of Twin Peaks,37.72502,-122.45698,Private room,2,16,4.88,t,25,346,27,34,0.5,0.25,0.5,4.356708826689592
Parkside,37.74063,-122.49381,Private room,2,138,4.85,f,18,71,37,81,0.5,0.5,0.5,4.672828834461906
Downtown/Civic Center,37.78311,-122.40953,Entire home/apt,4,4,4.5,f,15,344,40,70,0.25,0.25,0.5,5.703782474656201
Outer Sunset,37.75799,-122.50769,Entire home/apt,2,189,4.9,f,10,51,39,80,0.5,0.5,0.0,4.9344739331306915
South of Market,37.783497,-122.40693,Private room,2,405,4.74,f,27,108,21,19,0.5,0.5,0.5,5.181783550292085
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,3,3.67,f,30,365,34,46,0.5,0.5,0.5,5.736572297479192
Pacific Heights,37.79026,-122.42914,Entire home/apt,4,109,4.45,f,11,346,25,41,0.5,0.25,0.75,6.1092475827643655
Mission,37.76373,-122.41752,Entire home/apt,6,0,0.0,f,0,212,36,9,0.5,0.3333333333333333,0.6666666666666666,5.560681631015528
Western Addition,37.77194,-122.43583,Private room,2,481,4.81,f,15,164,44,81,0.5,0.5,0.5,4.897839799950911
Bayview,37.7374,-122.39508,Entire home/apt,5,96,4.66,f,17,165,28,80,0.2,0.2,0.4,4.394449154672439
Western Addition,37.7858367,-122.4444959,Private room,2,9,5.0,f,8,331,43,73,0.5,0.5,0.5,5.583496308781699
Marina,37.80132,-122.43092,Entire home/apt,4,66,4.88,f,30,365,33,35,0.5,0.375,0.75,6.182084906716632
Castro/Upper Market,37.75975,-122.44625,Entire home/apt,4,98,4.97,t,1,14,46,80,0.0,0.25,0.5,5.41610040220442
Parkside,37.73865,-122.48404,Private room,6,147,4.61,f,11,251,30,89,0.5,0.3333333333333333,0.5,5.298317366548036
Bernal Heights,37.74069,-122.41052,Private room,1,14,5.0,f,17,291,43,79,1.0,1.0,1.0,4.499809670330265
Inner Sunset,37.75893,-122.46496,Entire home/apt,2,605,4.95,t,2,50,34,71,0.5,0.5,0.5,5.14166355650266
Haight Ashbury,37.77008550396967,-122.44722767317133,Entire home/apt,9,5,5.0,f,12,340,46,72,0.5555555555555556,0.16666666666666666,0.5555555555555556,7.00850518208228
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,2,5.0,f,0,180,24,66,0.25,0.25,0.5,5.703782474656201
Mission,37.75087329580528,-122.42371354128962,Private room,2,0,0.0,f,6,310,12,82,0.5,0.5,0.5,5.652489180268651
Nob Hill,37.78986,-122.42032,Private room,2,136,4.76,f,29,361,25,37,0.0,0.5,0.5,4.948759890378168
Twin Peaks,37.75782,-122.44575,Entire home/apt,5,135,4.93,t,15,240,53,85,0.2,0.2,1.2,5.272999558563747
Lakeshore,37.73193,-122.4859,Entire home/apt,2,34,4.91,f,15,76,49,69,0.5,0.5,0.5,4.836281906951478
South of Market,37.77511,-122.40265,Entire home/apt,6,23,4.96,t,0,0,46,44,0.5,0.3333333333333333,0.5,6.881411303642535
Nob Hill,37.79575,-122.41056,Private room,2,10,4.9,t,0,255,31,32,0.5,0.5,0.5,4.382026634673881
South of Market,37.77733,-122.40859,Entire home/apt,2,5,5.0,f,0,58,13,62,0.0,0.5,0.0,4.382026634673881
Marina,37.79809,-122.43464,Entire home/apt,2,13,4.69,t,0,229,25,84,0.5,0.5,1.0,5.075173815233827
Nob Hill,37.79112,-122.41198,Entire home/apt,4,38,4.55,t,4,296,66,78,0.25,0.25,0.5,4.77912349311153
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,36,47,0.5,0.5,0.5,5.572154032177765
Castro/Upper Market,37.76825,-122.43824,Entire home/apt,6,81,4.84,t,10,147,47,79,0.3333333333333333,0.16666666666666666,0.5,5.278114659230517
Haight Ashbury,37.77175,-122.45012,Private room,2,754,4.55,t,12,339,19,24,0.5,1.0,0.5,4.543294782270004
South of Market,37.78543,-122.3956,Entire home/apt,2,17,4.88,t,2,156,52,74,0.5,0.5,0.5,4.787491742782046
Outer Richmond,37.77575,-122.49562,Entire home/apt,4,218,4.8,t,11,321,44,85,0.5,0.25,0.5,5.087596335232384
Russian Hill,37.80655,-122.42111,Entire home/apt,6,19,4.68,t,9,15,35,75,0.3333333333333333,0.16666666666666666,0.5,6.253828811575473
Haight Ashbury,37.773120956298285,-122.44034422701552,Private room,2,0,0.0,f,29,269,53,79,0.5,0.5,0.5,4.941642422609304
Mission,37.75594,-122.41105,Private room,1,92,4.63,f,0,192,45,32,1.0,1.0,1.0,4.454347296253507
Downtown/Civic Center,37.7892184017746,-122.41393090405523,Entire home/apt,4,6,5.0,t,2,38,30,59,0.25,0.25,0.5,5.568344503761097
North Beach,37.80451,-122.41351,Private room,1,88,4.74,f,0,226,40,81,1.0,1.5,1.0,4.48863636973214
Potrero Hill,37.76096593972297,-122.40540610494564,Entire home/apt,6,0,0.0,t,0,89,59,54,0.5,0.25,0.8333333333333334,5.8522024797744745
Bernal Heights,37.7427,-122.42011,Private room,2,40,5.0,t,10,53,35,62,0.5,0.5,0.5,4.6443908991413725
Marina,37.805791,-122.4376589,Entire home/apt,2,1,5.0,f,23,298,21,61,0.5,0.5,0.0,5.501258210544727
Downtown/Civic Center,37.7876407,-122.4202681,Entire home/apt,2,1,5.0,f,0,90,22,74,0.5,0.5,0.5,5.3706380281276624
Noe Valley,37.74311,-122.42817,Entire home/apt,3,4,4.75,f,16,351,35,34,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.365976015021851
Glen Park,37.74159,-122.43159,Private room,2,79,4.97,t,13,317,71,88,0.5,0.5,1.0,5.081404364984463
