neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,desc_word_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price
Lakeshore,37.73281,-122.48006,Entire home/apt,6,10,4.6,t,8,139,32,88,0.5,0.3333333333333333,0.5,5.030437921392435
Excelsior,37.72729,-122.42926,Private room,2,98,4.67,t,29,364,16,87,1.0,0.5,0.5,4.499809670330265
Presidio,37.79802,-122.44742,Entire home/apt,2,26,4.88,t,0,242,48,70,0.0,0.5,0.5,5.4116460518550396
Ocean View,37.70950380000001,-122.4624159,Private room,1,0,0.0,t,0,332,8,75,1.0,1.0,1.0,3.912023005428146
Nob Hill,37.7944577,-122.4183985,Entire home/apt,2,1,5.0,f,0,132,41,74,0.5,0.5,0.5,5.003946305945459
Nob Hill,37.79525,-122.41931,Private room,1,7,5.0,t,0,335,18,0,0.0,1.0,1.0,4.430816798843313
Mission,37.75472,-122.40635,Entire home/apt,6,9,5.0,t,7,174,54,9,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.241747015059643
Outer Sunset,37.7516,-122.50727,Entire home/apt,10,125,4.69,t,21,242,47,52,0.4,0.2,0.6,6.643789733147672
Mission,37.75585,-122.42081,Private room,1,92,4.73,f,29,364,15,43,2.0,2.0,1.0,4.454347296253507
Russian Hill,37.80492,-122.41994,Private room,1,281,4.81,t,28,337,21,76,1.0,1.0,1.0,4.532599493153256
South of Market,37.77895,-122.40278,Entire home/apt,5,9,5.0,f,5,50,38,74,0.2,0.2,0.0,5.8944028342648505
Marina,37.802628268117566,-122.44318302380104,Entire home/apt,2,2,5.0,t,0,149,46,36,0.5,0.5,0.5,5.572154032177765
Haight Ashbury,37.76394,-122.45119,Entire home/apt,2,56,4.96,t,12,221,39,38,0.5,0.5,0.5,5.337538079701318
Potrero Hill,37.75784,-122.38972,Entire home/apt,2,57,4.95,t,0,243,42,83,0.5,0.5,0.5,5.849324779946859
Noe Valley,37.75279,-122.43861,Entire home/apt,2,1,4.0,f,23,358,17,88,0.5,0.5,0.5,5.631211781821365
Western Addition,37.7743,-122.43032,Entire home/apt,4,27,4.89,t,0,89,33,44,0.5,0.5,0.0,5.921578419643816
Western Addition,37.77094,-122.43078,Private room,1,4,4.75,f,10,60,18,0,1.0,2.0,1.0,4.406719247264253
Parkside,37.73681,-122.49748,Private room,1,3,5.0,f,8,68,13,79,1.0,1.0,1.0,4.1588830833596715
Financial District,37.78931,-122.40588,Private room,2,30,4.37,f,0,159,13,84,0.5,0.0,0.5,3.912023005428146
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,80,0.5,0.5,0.5,5.572154032177765
Excelsior,37.71816342755337,-122.42799722314544,Private room,2,1,5.0,f,0,139,13,79,0.5,0.5,0.5,5.298317366548036
Outer Sunset,37.74750634872677,-122.4891472784908,Entire home/apt,4,9,4.89,t,9,47,34,88,0.5,0.25,0.5,5.4510384535657
North Beach,37.79872,-122.40654,Entire home/apt,2,12,4.83,f,3,313,44,34,0.5,0.5,1.0,5.0106352940962555
Excelsior,37.725216746556015,-122.41541441812916,Entire home/apt,6,33,4.76,f,14,239,33,48,0.3333333333333333,0.16666666666666666,0.5,4.77912349311153
Haight Ashbury,37.76544,-122.44535,Entire home/apt,2,16,4.19,f,0,106,22,77,0.0,0.5,0.5,4.418840607796598
Mission,37.75924,-122.40843,Private room,2,177,4.89,t,2,9,36,67,0.5,0.5,0.5,4.532599493153256
Castro/Upper Market,37.75957,-122.44044,Entire home/apt,2,57,4.86,t,0,131,33,122,0.5,0.5,0.5,4.8283137373023015
South of Market,37.7731,-122.42077,Private room,2,148,4.36,f,18,352,18,75,0.5,0.5,0.5,4.709530201312334
Marina,37.79987873710253,-122.4396143487341,Entire home/apt,6,16,5.0,t,9,251,37,72,0.3333333333333333,0.3333333333333333,0.5,6.639875833826536
Inner Sunset,37.76149,-122.46516,Entire home/apt,1,2,5.0,t,8,53,24,77,1.0,1.0,1.0,4.962844630259907
Outer Sunset,37.7543361,-122.5042332,Private room,2,60,4.92,t,7,56,46,79,0.5,0.5,0.5,4.430816798843313
Castro/Upper Market,37.7619,-122.43621,Private room,2,6,5.0,f,9,257,25,78,0.0,0.5,1.0,6.620073206530356
Mission,37.766732769706486,-122.41953343080928,Private room,1,1,5.0,f,0,228,44,93,1.0,1.0,2.0,4.382026634673881
Inner Richmond,37.78376,-122.47475,Private room,2,3,5.0,f,19,354,12,77,0.5,0.5,0.5,4.382026634673881
Haight Ashbury,37.77141,-122.43873,Entire home/apt,2,0,0.0,f,0,332,46,63,1.0,0.5,0.5,5.68697535633982
Mission,37.76214,-122.40566,Private room,2,288,4.98,t,5,27,52,75,0.5,0.5,0.5,4.634728988229636
Russian Hill,37.80562,-122.41879,Entire home/apt,4,17,5.0,t,0,300,18,67,0.25,0.25,0.5,4.90527477843843
South of Market,37.7704306,-122.4131086,Entire home/apt,2,1,5.0,f,9,252,15,72,0.5,0.5,0.5,4.812184355372417
Mission,37.76646,-122.41827,Private room,1,1,5.0,t,29,364,42,11,1.0,1.5,1.0,5.0238805208462765
Potrero Hill,37.75949,-122.40308,Entire home/apt,2,0,0.0,f,19,344,55,41,0.5,0.5,0.5,5.0238805208462765
Downtown/Civic Center,37.78444,-122.42021,Entire home/apt,2,0,0.0,f,28,363,45,76,0.5,0.5,0.5,5.8522024797744745
Downtown/Civic Center,37.78703059444368,-122.4109559199263,Entire home/apt,4,2,5.0,t,30,84,39,52,0.0,0.25,0.5,4.912654885736052
Parkside,37.74347077128174,-122.48450566020249,Entire home/apt,4,128,4.46,f,0,29,42,76,0.5,0.25,0.5,4.927253685157205
Western Addition,37.7781,-122.42401,Private room,2,36,4.17,f,29,364,17,50,0.5,0.5,0.5,4.5217885770490405
Western Addition,37.77273,-122.43017,Private room,2,20,5.0,t,5,245,35,63,0.5,0.5,0.5,4.442651256490317
Parkside,37.74022848875693,-122.50614596137696,Entire home/apt,6,7,5.0,f,11,34,56,69,0.5,0.3333333333333333,0.5,6.342121418721152
Russian Hill,37.8023752,-122.4144885,Entire home/apt,2,5,5.0,t,0,238,21,83,0.5,0.5,0.5,5.298317366548036
Russian Hill,37.80015766052233,-122.41235017776488,Entire home/apt,4,0,0.0,f,27,267,10,14,0.75,0.5,0.5,5.703782474656201
Noe Valley,37.7527,-122.43294,Entire home/apt,5,270,4.72,f,9,344,37,45,0.2,0.2,0.2,5.288267030694535
North Beach,37.8054714,-122.4168419,Entire home/apt,4,0,0.0,f,27,361,45,70,0.0,0.25,0.25,6.210600077024653
Twin Peaks,37.75204,-122.45008,Entire home/apt,6,249,4.88,t,13,245,48,78,0.3333333333333333,0.16666666666666666,0.5,5.645446897643238
Mission,37.76448,-122.42349,Entire home/apt,2,314,4.8,t,5,303,36,83,1.0,0.5,1.0,5.030437921392435
Mission,37.75217,-122.40954,Private room,2,101,4.59,f,0,184,12,0,0.5,0.75,0.5,4.31748811353631
Presidio Heights,37.78986,-122.45094,Entire home/apt,4,17,4.88,f,29,89,60,29,0.5,0.5,0.5,5.793013608384144
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,53,0.5,0.5,0.5,5.572154032177765
Outer Sunset,37.75846,-122.47699,Private room,2,106,4.85,t,7,24,34,74,0.5,0.5,0.5,4.564348191467836
South of Market,37.78814,-122.38972,Entire home/apt,4,2,5.0,f,0,57,32,70,0.5,0.5,0.5,5.579729825986222
Financial District,37.79035,-122.40619,Hotel room,2,1417,4.31,f,28,361,17,85,0.5,0.5,0.5,4.6913478822291435
Downtown/Civic Center,37.7759224564705,-122.41904742783092,Private room,2,3,2.0,f,0,170,13,32,0.5,0.5,0.5,4.04305126783455
Noe Valley,37.74348,-122.4261,Private room,2,86,4.88,t,24,24,46,28,0.5,0.5,0.5,4.356708826689592
North Beach,37.80547,-122.41684,Entire home/apt,4,0,0.0,t,27,361,47,70,0.0,0.25,0.25,6.315358001522335
Downtown/Civic Center,37.78876,-122.41095,Entire home/apt,4,48,4.9,t,15,15,32,79,0.0,0.25,0.5,5.407171771460119
Bayview,37.7352,-122.40411,Entire home/apt,2,1,5.0,f,17,295,17,81,0.0,0.5,0.5,4.219507705176107
Western Addition,37.78697969606299,-122.43677701627335,Entire home/apt,4,1,5.0,f,0,205,32,77,0.5,0.25,0.5,5.298317366548036
Mission,37.75323,-122.4075,Entire home/apt,8,82,4.85,f,0,12,30,73,0.375,0.1875,0.625,5.886104031450156
Nob Hill,37.79577,-122.41718,Entire home/apt,1,22,4.73,t,0,335,23,17,1.0,1.0,1.0,4.394449154672439
Russian Hill,37.7995,-122.42172,Entire home/apt,6,13,4.54,f,0,147,54,79,0.5,0.3333333333333333,0.5,5.703782474656201
West of Twin Peaks,37.73386,-122.4638,Private room,2,129,4.64,t,29,269,25,74,0.5,1.5,0.5,4.174387269895637
Mission,37.749,-122.42244,Private room,2,200,4.93,t,15,246,42,77,0.5,0.5,1.5,4.3694478524670215
South of Market,37.78318,-122.39133,Entire home/apt,2,1,5.0,f,0,106,54,67,0.5,0.5,0.5,4.5217885770490405
Outer Sunset,37.75257,-122.50561,Entire home/apt,2,260,4.82,f,1,214,49,27,0.5,0.75,0.5,4.543294782270004
Marina,37.79793,-122.4418,Private room,4,87,4.98,t,4,108,34,39,0.25,0.375,0.25,6.345636360828596
Downtown/Civic Center,37.78746,-122.41312,Entire home/apt,2,75,4.47,f,25,296,24,78,0.0,0.5,0.5,6.906754778648554
Outer Sunset,37.7557,-122.50333,Entire home/apt,2,234,4.93,t,12,71,30,91,0.5,0.5,0.5,4.897839799950911
Potrero Hill,37.76241,-122.3972,Entire home/apt,4,130,4.92,t,2,49,40,79,0.5,0.25,0.5,6.1092475827643655
Downtown/Civic Center,37.78906866271574,-122.41165116266788,Private room,2,0,0.0,f,5,319,14,41,0.5,0.5,0.5,4.143134726391533
Inner Richmond,37.78118,-122.46387,Entire home/apt,4,0,0.0,t,0,274,53,73,0.5,0.25,0.75,4.882801922586371
Mission,37.76101549164206,-122.40708940786892,Entire home/apt,7,26,5.0,t,8,17,64,65,0.5714285714285714,0.2857142857142857,0.5714285714285714,6.045005314036012
Nob Hill,37.793583,-122.41539,Entire home/apt,2,18,4.24,f,1,336,14,53,0.0,0.5,0.5,4.605170185988092
Western Addition,37.77999,-122.43987,Private room,1,12,5.0,f,4,305,39,53,1.0,1.0,1.0,3.828641396489095
Outer Mission,37.71887,-122.44323,Entire home/apt,4,28,4.46,f,18,151,28,67,0.5,0.5,0.5,4.61512051684126
North Beach,37.80226,-122.40818,Entire home/apt,4,191,4.96,t,11,12,52,33,0.5,0.25,0.5,5.988961416889864
Russian Hill,37.8055,-122.42058,Private room,6,25,4.96,t,12,78,34,80,0.3333333333333333,0.16666666666666666,0.5,5.846438775057725
Parkside,37.74433,-122.50363,Entire home/apt,4,169,4.96,t,1,47,50,42,0.5,0.25,0.5,5.438079308923196
Western Addition,37.78979,-122.42469,Private room,2,81,4.81,t,29,172,55,78,0.5,1.5,0.5,4.897839799950911
Excelsior,37.72416,-122.40415,Entire home/apt,2,12,5.0,t,21,226,33,30,0.5,0.5,1.0,4.770684624465665
Noe Valley,37.75322,-122.43647,Entire home/apt,2,185,4.89,t,11,345,32,42,0.5,0.5,0.5,5.7430031878094825
Downtown/Civic Center,37.7787601,-122.4222545,Entire home/apt,2,0,0.0,t,23,220,34,54,0.0,0.0,0.5,5.003946305945459
Mission,37.75404,-122.42388,Entire home/apt,2,8,4.38,f,0,238,21,59,0.0,0.5,0.5,4.787491742782046
South of Market,37.77673,-122.40949,Private room,1,9,4.89,f,0,304,50,24,1.0,1.0,1.0,4.68213122712422
Downtown/Civic Center,37.78403,-122.4092,Entire home/apt,2,4,5.0,f,7,275,46,74,0.5,0.5,0.5,4.927253685157205
Downtown/Civic Center,37.77951,-122.42188,Private room,2,0,0.0,f,30,365,10,77,0.5,0.5,0.5,5.342334251964811
Lakeshore,37.73491,-122.4898,Entire home/apt,10,0,0.0,f,14,349,37,42,0.4,0.4,0.1,5.857933154483459
Marina,37.7995186,-122.4425178,Entire home/apt,4,3,3.67,f,16,262,35,88,0.5,0.25,0.5,5.484796933490655
Potrero Hill,37.75522400915634,-122.39849231182195,Entire home/apt,6,77,4.99,t,10,327,37,80,0.5,0.3333333333333333,0.5,5.924255797414532
Downtown/Civic Center,37.78979,-122.40907,Entire home/apt,2,44,4.86,t,0,4,24,51,0.0,0.5,0.5,4.844187086458591
Outer Sunset,37.75617,-122.4786,Entire home/apt,2,47,4.77,t,15,43,39,78,0.5,0.5,0.5,4.882801922586371
Lakeshore,37.736842,-122.4875902,Entire home/apt,5,103,4.94,t,6,189,55,86,0.4,0.2,0.6,5.135798437050262
Outer Sunset,37.76185761284503,-122.48981894745432,Private room,1,2,5.0,f,17,352,9,9,1.0,1.0,1.0,4.007333185232471
Outer Mission,37.73119,-122.45014,Private room,1,102,4.88,t,13,54,42,78,1.0,2.0,1.0,4.04305126783455
Potrero Hill,37.76497,-122.39798,Entire home/apt,4,106,4.9,t,9,273,43,47,0.5,0.5,0.5,6.0063531596017325
Mission,37.75737012736486,-122.41035743503843,Private room,1,27,4.78,f,8,39,20,51,1.0,0.0,1.0,3.7376696182833684
Western Addition,37.7774,-122.43823,Entire home/apt,2,21,5.0,t,12,186,55,75,0.5,0.5,0.5,5.278114659230517
Western Addition,37.78745443461002,-122.42258285163226,Private room,2,0,0.0,f,30,365,36,49,0.5,0.5,0.5,5.572154032177765
Bernal Heights,37.73388,-122.41822,Shared room,4,23,4.91,t,14,349,56,80,0.75,0.5,0.75,5.521460917862246
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,62,0.5,0.5,0.5,5.572154032177765
Chinatown,37.79102,-122.40698,Entire home/apt,2,4,5.0,f,0,150,32,34,0.5,0.5,0.5,4.812184355372417
Mission,37.7665977,-122.4181501,Entire home/apt,2,8,4.63,f,10,314,41,46,0.0,0.5,0.5,4.941642422609304
Western Addition,37.78661,-122.43355,Entire home/apt,2,66,4.95,t,5,31,47,18,0.5,0.5,0.5,5.66988092298052
North Beach,37.805898561861554,-122.41790282424846,Entire home/apt,2,0,0.0,f,28,363,46,71,0.5,0.5,0.5,6.137727054086234
South of Market,37.77405,-122.41869,Entire home/apt,2,138,4.96,t,8,133,39,72,0.5,0.5,0.5,5.560681631015528
Mission,37.76047,-122.42013,Entire home/apt,1,4,4.5,f,0,123,31,82,1.0,1.0,1.0,4.454347296253507
Nob Hill,37.79193,-122.42138,Private room,2,8,4.88,f,2,257,11,47,0.5,0.5,0.5,4.787491742782046
Downtown/Civic Center,37.7876055,-122.4214594,Entire home/apt,4,1,5.0,f,30,268,10,52,0.25,0.25,0.5,5.793013608384144
Bernal Heights,37.74267,-122.40745,Private room,2,68,4.76,t,4,280,56,99,0.5,0.5,0.5,4.59511985013459
Bernal Heights,37.734196,-122.416054,Entire home/apt,2,13,4.46,t,0,208,50,76,0.5,0.5,0.5,4.762173934797756
Parkside,37.74536,-122.47367,Private room,3,85,4.74,f,26,173,33,82,0.0,0.3333333333333333,0.3333333333333333,4.0943445622221
Downtown/Civic Center,37.77714026204765,-122.4185157579248,Entire home/apt,2,2,4.5,t,0,162,66,35,0.0,0.5,0.5,4.941642422609304
Bayview,37.73452,-122.39793,Entire home/apt,3,309,4.95,t,17,161,56,72,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.220355825078324
West of Twin Peaks,37.73489,-122.44433,Entire home/apt,8,9,5.0,t,0,62,49,79,0.5,0.3125,0.75,6.037870919922137
Potrero Hill,37.7629,-122.3888,Entire home/apt,2,4,4.5,f,1,76,34,62,0.5,0.75,0.5,5.703782474656201
Outer Richmond,37.77324,-122.50189,Private room,2,21,5.0,t,5,281,45,79,0.5,0.5,0.5,5.0106352940962555
Haight Ashbury,37.775145672861264,-122.43933575300974,Entire home/apt,6,0,0.0,t,29,364,52,77,0.5,0.5,0.5,6.406879986069314
Outer Sunset,37.76432,-122.48151,Entire home/apt,4,436,4.93,t,6,179,50,87,0.25,0.25,0.5,4.90527477843843
Downtown/Civic Center,37.77778,-122.42264,Entire home/apt,2,1,5.0,f,30,365,11,77,0.5,0.5,0.5,5.793013608384144
Ocean View,37.71785732650761,-122.46963980230294,Private room,1,14,4.86,f,24,262,42,48,1.0,1.5,1.0,4.382026634673881
Outer Richmond,37.77964,-122.48,Entire home/apt,8,142,4.46,f,30,365,36,74,0.375,0.125,0.25,5.480638923341991
Excelsior,37.720047566714655,-122.43056138444187,Entire home/apt,5,3,5.0,t,1,144,48,82,0.4,0.4,0.4,4.700480365792417
Mission,37.7667,-122.4179,Private room,1,11,5.0,t,2,161,42,76,1.0,1.5,1.0,4.204692619390966
Inner Richmond,37.77988217826439,-122.45025113224985,Entire home/apt,2,2,5.0,t,0,294,5,21,0.0,0.5,0.5,4.248495242049359
Nob Hill,37.7961162,-122.415967,Private room,2,8,4.88,f,4,48,12,62,0.5,0.5,0.5,4.727387818712341
Excelsior,37.71932,-122.43664,Private room,1,125,4.8,f,11,245,30,74,1.0,1.0,1.0,4.127134385045092
Visitacion Valley,37.70982,-122.40633,Private room,4,63,4.73,t,13,332,22,57,0.25,0.125,0.5,4.007333185232471
Inner Sunset,37.76056325438542,-122.4652843121174,Entire home/apt,2,11,5.0,f,6,127,35,50,0.5,0.5,0.5,5.37989735354046
Outer Sunset,37.76358,-122.47846,Private room,3,196,4.7,t,1,59,35,79,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.276666119016055
Excelsior,37.72369,-122.42865,Private room,4,165,4.92,t,14,111,68,78,0.5,0.25,0.5,4.442651256490317
Crocker Amazon,37.71316346263242,-122.43795134573016,Private room,1,0,0.0,f,12,104,28,40,1.0,1.5,1.0,3.8066624897703196
Pacific Heights,37.7908479,-122.435288,Entire home/apt,2,4,4.0,f,6,335,35,5,0.0,0.5,0.5,4.553876891600541
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,4,5.0,t,19,308,48,69,0.25,0.25,0.5,5.75890177387728
Outer Mission,37.72275,-122.43947,Private room,1,107,4.87,f,8,283,33,22,1.0,1.0,1.0,4.110873864173311
Outer Richmond,37.78416,-122.48058,Private room,2,3,5.0,t,13,250,49,85,0.5,0.5,0.5,4.499809670330265
Haight Ashbury,37.77597,-122.44249,Entire home/apt,2,292,4.76,t,2,173,32,43,0.5,0.5,0.5,5.0369526024136295
Ocean View,37.7211974694312,-122.4497002660125,Private room,1,0,0.0,f,13,348,20,88,1.0,1.0,1.0,4.23410650459726
Haight Ashbury,37.76875,-122.44732,Entire home/apt,2,20,4.9,f,1,147,33,48,0.5,0.5,0.5,5.476463551931511
North Beach,37.8054714,-122.4168419,Entire home/apt,6,1,5.0,t,28,354,42,70,0.3333333333333333,0.3333333333333333,0.5,6.98933526597456
Haight Ashbury,37.77408,-122.43977,Entire home/apt,8,1,3.0,f,30,365,50,79,0.5,0.25,0.0,6.336825731146441
Noe Valley,37.75154,-122.42581,Entire home/apt,6,34,4.85,f,30,365,39,78,0.5,0.16666666666666666,0.6666666666666666,5.62040086571715
South of Market,37.7742931,-122.3912079,Entire home/apt,3,12,5.0,t,30,169,64,74,0.3333333333333333,0.3333333333333333,0.6666666666666666,6.278521424165844
Castro/Upper Market,37.76342009990894,-122.4304964590332,Entire home/apt,2,0,0.0,f,23,358,8,0,0.5,0.75,0.5,5.545177444479562
Outer Sunset,37.76258,-122.50215,Entire home/apt,3,330,4.85,t,16,237,48,82,0.3333333333333333,0.3333333333333333,1.3333333333333333,4.770684624465665
Outer Richmond,37.7781901218789,-122.4947751468447,Entire home/apt,6,64,4.92,t,29,57,39,74,0.5,0.3333333333333333,0.5,6.163314804034641
North Beach,37.80598,-122.41713,Private room,2,0,0.0,f,27,167,21,33,0.5,0.5,0.5,5.420534999272286
Outer Richmond,37.77878,-122.48282,Entire home/apt,2,336,4.92,t,2,208,47,71,0.5,0.5,1.5,5.198497031265826
Mission,37.75543,-122.41866,Entire home/apt,4,10,5.0,t,0,255,54,70,0.5,0.25,0.5,5.62040086571715
Outer Sunset,37.76085,-122.50814,Entire home/apt,2,381,4.87,t,4,184,46,50,0.5,0.5,0.5,5.017279836814924
Mission,37.76658,-122.41996,Private room,1,9,4.89,t,3,243,42,79,1.0,1.5,1.0,4.330733340286331
Marina,37.79908,-122.43774,Private room,4,83,4.94,t,3,79,45,38,0.5,0.5,0.5,5.746203190540153
Haight Ashbury,37.7709967,-122.4490853,Entire home/apt,8,0,0.0,f,30,365,8,66,0.5,0.5,0.5,6.2285110035911835
Excelsior,37.72526,-122.4187,Private room,2,148,4.46,t,0,229,71,60,0.5,0.5,0.5,4.290459441148391
Western Addition,37.78639,-122.44565,Private room,3,523,4.93,t,0,263,26,39,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.231108616854587
Outer Mission,37.7296243,-122.436041,Entire home/apt,4,80,4.73,f,12,341,38,32,0.25,0.25,0.5,5.087596335232384
West of Twin Peaks,37.74067,-122.46516,Entire home/apt,4,4,4.75,t,13,68,28,48,0.5,0.25,0.5,5.455321115357702
Castro/Upper Market,37.75662,-122.43157,Entire home/apt,2,238,4.92,t,11,231,41,74,0.5,0.5,0.5,5.030437921392435
South of Market,37.77454757446024,-122.38962394331868,Entire home/apt,3,4,5.0,f,2,58,33,61,0.3333333333333333,0.5,0.3333333333333333,5.988961416889864
Outer Sunset,37.76088,-122.48459,Entire home/apt,4,104,4.69,t,18,353,26,83,1.0,0.5,1.0,5.236441962829949
Castro/Upper Market,37.76217,-122.43011,Private room,2,0,0.0,f,1,284,7,57,0.5,0.0,0.5,5.2574953720277815
Castro/Upper Market,37.76285,-122.43337,Entire home/apt,2,140,4.97,t,12,163,42,47,0.5,0.5,0.5,5.971261839790462
Western Addition,37.78591,-122.42569,Private room,2,3,4.67,t,9,344,29,77,0.5,0.5,0.5,4.700480365792417
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,308,50,69,0.25,0.25,0.5,5.652489180268651
Pacific Heights,37.79737,-122.42382,Private room,2,401,4.59,f,0,328,19,28,0.5,0.5,0.5,4.787491742782046
Nob Hill,37.79053500662464,-122.41511689383056,Private room,2,92,4.77,f,8,58,58,64,0.5,0.5,0.0,4.290459441148391
Downtown/Civic Center,37.78274,-122.4209,Entire home/apt,2,30,4.87,t,2,281,28,0,0.0,0.5,0.5,4.574710978503383
Western Addition,37.76949,-122.43076,Private room,2,196,4.94,t,8,322,48,79,0.5,1.25,0.5,4.406719247264253
Marina,37.799881,-122.435287,Private room,2,1105,4.72,f,22,355,36,71,0.5,0.5,0.5,5.318119993844216
Lakeshore,37.73547,-122.48561,Entire home/apt,4,248,4.92,t,3,181,53,79,0.5,0.25,0.75,5.147494476813453
Western Addition,37.77360377032405,-122.42564955148664,Private room,6,0,0.0,t,0,319,45,73,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.139884552226255
Haight Ashbury,37.76923,-122.44675,Entire home/apt,3,24,4.96,t,0,200,26,66,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.303304908059076
Haight Ashbury,37.77495,-122.44305,Entire home/apt,6,137,4.7,f,0,269,23,43,0.3333333333333333,0.16666666666666666,0.5,4.7535901911063645
Mission,37.75231,-122.424,Entire home/apt,2,4,5.0,f,11,273,9,80,0.5,0.5,0.5,4.6913478822291435
Russian Hill,37.80005,-122.41692,Entire home/apt,2,7,5.0,t,12,82,16,67,0.5,0.5,0.5,4.90527477843843
Potrero Hill,37.75956,-122.40095,Entire home/apt,5,18,4.94,t,0,141,48,52,0.6,0.4,0.6,6.113682179832232
Haight Ashbury,37.77024,-122.44839,Entire home/apt,10,12,4.92,t,0,15,52,71,0.5,0.3,0.4,6.900730664045173
Noe Valley,37.74498,-122.4367,Entire home/apt,4,103,4.77,f,0,30,41,75,0.5,0.25,0.5,5.303304908059076
Nob Hill,37.79074254814154,-122.40952503258974,Entire home/apt,2,0,0.0,f,0,7,20,11,0.0,0.5,0.5,5.717027701406222
Inner Sunset,37.76556,-122.45332,Entire home/apt,2,16,5.0,f,0,113,45,14,0.5,0.5,0.5,5.204006687076795
Mission,37.75882,-122.41,Entire home/apt,4,3,5.0,t,0,325,51,83,0.25,0.5,0.5,5.69035945432406
Western Addition,37.78725,-122.4429,Entire home/apt,3,13,5.0,f,0,279,44,76,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.875197323201151
Mission,37.75903566018661,-122.41681114596484,Private room,1,1,5.0,t,1,149,28,49,1.0,4.5,1.0,4.941642422609304
Outer Sunset,37.7460651,-122.5073465,Entire home/apt,2,68,4.88,t,5,294,68,89,0.5,0.5,0.5,5.159055299214529
Lakeshore,37.7302,-122.49134,Private room,2,171,4.71,f,30,365,40,79,0.5,0.5,0.5,4.174387269895637
Twin Peaks,37.74952,-122.44851,Entire home/apt,4,118,4.93,t,8,319,20,85,0.5,0.25,0.75,5.793013608384144
Inner Richmond,37.77503,-122.47453,Entire home/apt,5,43,4.98,t,15,337,48,79,0.6,0.4,0.6,6.4692503167957724
Castro/Upper Market,37.76520938350094,-122.43091111325222,Private room,1,0,0.0,t,1,306,31,72,1.0,1.0,1.0,4.442651256490317
Haight Ashbury,37.77396,-122.43931,Entire home/apt,4,20,4.85,f,5,296,17,58,0.5,0.5,0.5,5.030437921392435
Nob Hill,37.79404,-122.42037,Private room,2,25,4.64,f,28,301,12,60,0.5,0.5,0.5,5.247024072160486
Western Addition,37.7798299,-122.436538,Entire home/apt,6,63,5.0,t,2,12,58,74,0.5,0.3333333333333333,0.5,6.532334292222349
