neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,geo_cluster,log_price
Western Addition,37.78,-122.43868,Private room,1,4,5.0,f,1,336,34,1.0,1.0,1.0,24,3.912023005428146
Noe Valley,37.7498726,-122.4392861,Entire home/apt,4,81,4.89,t,8,235,53,0.25,0.25,1.0,13,5.0106352940962555
Outer Mission,37.72499511815526,-122.44242811702136,Entire home/apt,4,38,4.95,f,9,57,63,0.5,0.25,0.75,5,5.583496308781699
Crocker Amazon,37.71144225342755,-122.43552673799373,Entire home/apt,4,60,5.0,t,10,224,25,0.5,0.375,0.5,12,5.181783550292085
Bernal Heights,37.74615,-122.41787,Entire home/apt,5,1,5.0,t,0,335,69,0.6,0.4,0.6,20,5.517452896464707
Outer Mission,37.73045656144466,-122.44611192181571,Entire home/apt,5,7,5.0,f,0,116,22,0.6,0.4,0.8,5,5.176149732573829
Noe Valley,37.749444,-122.440979,Entire home/apt,3,112,4.96,t,9,314,58,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,5.342334251964811
Visitacion Valley,37.716221,-122.402887,Entire home/apt,8,135,4.96,t,10,135,50,0.375,0.375,0.5,14,5.402677381872279
Russian Hill,37.80576,-122.42377,Entire home/apt,6,4,5.0,f,29,364,53,0.3333333333333333,0.5,0.3333333333333333,18,6.984716320118266
Nob Hill,37.7916,-122.41023,Entire home/apt,3,0,0.0,f,28,268,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,5.298317366548036
Chinatown,37.7936297577062,-122.40859349305951,Entire home/apt,5,0,0.0,t,11,78,39,0.4,0.2,0.6,4,5.488937726156687
Downtown/Civic Center,37.7882,-122.414,Entire home/apt,6,35,4.4,f,16,197,46,0.16666666666666666,0.16666666666666666,0.5,4,5.272999558563747
Parkside,37.73764080450728,-122.47840734244087,Private room,2,67,4.85,f,16,60,29,0.5,0.5,0.5,22,4.343805421853684
North Beach,37.80178,-122.40492,Private room,2,0,0.0,f,28,363,39,1.0,0.5,1.0,18,6.4967749901858625
South of Market,37.7880767,-122.3896032,Entire home/apt,3,5,5.0,f,0,318,40,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,6.396929655216146
Twin Peaks,37.7552186,-122.4542653,Entire home/apt,5,144,4.98,f,3,183,60,0.4,0.2,0.6,21,5.075173815233827
Visitacion Valley,37.71877,-122.40267,Entire home/apt,4,79,4.87,t,12,158,59,0.5,0.25,0.5,14,5.017279836814924
Downtown/Civic Center,37.788475165564336,-122.41950624773784,Entire home/apt,4,41,4.9,f,0,228,84,0.5,0.5,0.5,10,5.726847747587197
Outer Mission,37.73013419999999,-122.4438265,Entire home/apt,6,70,4.97,t,20,246,44,0.5,0.16666666666666666,0.5,5,5.455321115357702
Western Addition,37.786834,-122.4246657,Private room,2,27,4.89,t,19,259,47,0.5,0.5,0.5,10,4.962844630259907
Mission,37.76660626484894,-122.42065656213347,Entire home/apt,4,1,5.0,f,30,365,54,0.5,0.5,0.5,9,5.187385805840755
Western Addition,37.78727,-122.42359,Private room,2,29,4.93,t,10,336,41,0.5,0.5,0.5,10,4.736198448394496
Outer Mission,37.7156,-122.44327,Entire home/apt,9,101,4.51,f,20,154,40,0.3333333333333333,0.2222222222222222,0.5555555555555556,12,4.983606621708336
Western Addition,37.78269348478221,-122.42864301707246,Entire home/apt,2,0,0.0,f,30,365,3,0.5,0.5,0.5,10,6.253828811575473
Twin Peaks,37.75776,-122.44626,Entire home/apt,2,4,5.0,f,0,96,43,0.5,0.5,0.5,21,5.459585514144159
Mission,37.75114,-122.41224,Entire home/apt,4,5,5.0,t,2,268,36,0.5,0.25,0.5,20,5.135798437050262
Downtown/Civic Center,37.78535,-122.4175,Entire home/apt,2,6,4.17,f,24,359,49,0.5,0.5,0.5,10,4.919980925828125
Chinatown,37.79081,-122.40825,Entire home/apt,2,23,4.78,t,0,33,44,0.5,0.5,0.5,4,5.3706380281276624
Nob Hill,37.79267767608896,-122.40931704487176,Entire home/apt,4,89,4.96,t,3,9,44,0.25,0.25,0.5,4,5.66988092298052
Bernal Heights,37.7469687,-122.41364752513122,Private room,2,20,4.95,t,20,170,70,0.5,0.75,0.5,20,4.672828834461906
Bayview,37.735871578692816,-122.40031010967492,Private room,3,172,4.88,t,4,226,44,0.3333333333333333,0.3333333333333333,0.6666666666666666,14,4.174387269895637
Bayview,37.7350133,-122.3998978,Private room,2,116,4.87,t,3,225,39,0.5,0.5,0.5,14,4.02535169073515
Mission,37.76034,-122.41707,Entire home/apt,5,5,4.8,t,0,241,55,0.4,0.2,0.4,9,5.293304824724492
Twin Peaks,37.7555489,-122.4435169,Entire home/apt,2,99,4.93,t,6,218,50,0.0,0.5,0.5,21,4.9344739331306915
Bernal Heights,37.74124,-122.41455,Entire home/apt,2,152,4.98,t,8,291,48,0.5,0.5,0.5,2,4.844187086458591
Downtown/Civic Center,37.78735429877994,-122.4143122494362,Entire home/apt,2,72,4.85,t,1,273,54,0.5,0.5,0.5,4,5.402677381872279
Bernal Heights,37.746955974709465,-122.4136797116394,Entire home/apt,8,18,4.78,t,16,345,72,0.5,0.1875,0.625,20,6.418364935936212
Chinatown,37.7905509,-122.4069285,Entire home/apt,2,12,5.0,f,13,64,11,0.5,0.5,0.5,4,5.135798437050262
Outer Sunset,37.76175422901465,-122.4999026878357,Entire home/apt,3,78,4.91,t,8,60,44,0.3333333333333333,0.3333333333333333,0.3333333333333333,17,5.0106352940962555
Bayview,37.73594565537704,-122.3995529813489,Private room,2,138,4.93,t,13,150,41,0.5,0.5,0.5,14,4.127134385045092
Western Addition,37.76949,-122.43076,Private room,2,196,4.94,t,8,322,48,0.5,1.25,0.5,6,4.406719247264253
Potrero Hill,37.75546591232167,-122.3995820000946,Entire home/apt,6,22,4.86,t,27,53,69,0.3333333333333333,0.3333333333333333,0.5,7,6.246106765481563
Mission,37.76646,-122.41827,Private room,1,1,5.0,t,29,364,42,1.0,1.5,1.0,9,5.0238805208462765
Russian Hill,37.80451,-122.42265,Entire home/apt,6,11,5.0,t,21,47,51,0.3333333333333333,0.3333333333333333,0.5,18,6.818924065275521
Western Addition,37.7715714868979,-122.43053999652108,Private room,2,148,4.97,t,16,328,50,0.5,0.5,0.5,6,4.499809670330265
Ocean View,37.7204,-122.44803,Private room,2,3,5.0,t,0,141,37,0.5,0.5,0.5,12,4.477336814478207
Western Addition,37.76998,-122.429,Private room,2,232,4.89,t,22,343,50,0.5,1.25,0.5,6,4.356708826689592
Presidio Heights,37.78972939206987,-122.44954937421711,Entire home/apt,2,98,5.0,t,1,106,49,0.5,0.5,0.5,24,5.793013608384144
Presidio,37.79659121783463,-122.44718270570492,Entire home/apt,3,63,4.83,t,11,336,42,0.0,0.3333333333333333,0.6666666666666666,3,5.318119993844216
Castro/Upper Market,37.75798125530645,-122.43999570709036,Entire home/apt,5,30,5.0,t,5,292,47,0.6,0.5,0.6,21,6.376726947898627
Outer Sunset,37.76197111280011,-122.5071242173839,Entire home/apt,6,1,5.0,f,8,343,13,0.5,0.3333333333333333,0.5,17,5.393627546352362
Russian Hill,37.80465,-122.42163,Entire home/apt,6,1,5.0,f,29,364,52,0.3333333333333333,0.3333333333333333,0.3333333333333333,18,7.064759027791802
Western Addition,37.78584,-122.42555,Private room,2,43,4.84,t,4,307,42,0.5,0.5,0.5,10,4.454347296253507
Downtown/Civic Center,37.78620692363418,-122.41178813033994,Private room,2,1,5.0,t,28,359,8,0.5,0.5,0.5,4,5.521460917862246
Pacific Heights,37.79555391726263,-122.4270116594278,Entire home/apt,2,6,4.83,f,0,316,22,0.0,0.5,0.5,10,4.787491742782046
South of Market,37.77551,-122.39911,Entire home/apt,2,3,5.0,t,0,243,10,1.0,1.0,0.5,1,5.135798437050262
Mission,37.75089,-122.4175,Private room,2,2,5.0,f,29,179,42,0.5,0.5,0.5,20,4.406719247264253
North Beach,37.7999111,-122.4093793,Private room,2,4,3.75,f,0,56,19,0.5,0.5,0.5,18,3.828641396489095
Castro/Upper Market,37.76006,-122.44389,Entire home/apt,6,7,4.86,f,0,243,47,0.5,0.5,0.5,21,5.703782474656201
North Beach,37.799453204767744,-122.40829635131774,Private room,1,5,5.0,f,19,136,23,1.0,1.0,1.0,18,3.713572066704308
Mission,37.7665977,-122.4181501,Entire home/apt,2,8,4.63,f,10,314,41,0.0,0.5,0.5,9,4.941642422609304
Inner Sunset,37.76471,-122.45456,Entire home/apt,5,31,4.97,f,30,122,47,0.6,0.4,0.6,21,5.5093883366279774
Nob Hill,37.79273,-122.41668,Entire home/apt,10,1,5.0,f,30,365,51,0.4,0.2,0.5,10,6.20455776256869
Haight Ashbury,37.7611010218754,-122.44856045491598,Private room,2,63,4.9,t,0,303,35,0.5,0.5,0.5,21,4.430816798843313
Castro/Upper Market,37.7623469507935,-122.4263734145448,Entire home/apt,4,4,4.5,t,3,106,46,0.5,0.25,0.5,9,5.493061443340548
Inner Richmond,37.7755955,-122.453266,Private room,2,0,0.0,f,30,365,57,0.5,0.5,0.5,24,4.969813299576001
Bernal Heights,37.74358,-122.42288,Entire home/apt,10,1,5.0,f,3,338,55,0.4,0.25,0.5,13,5.926926025970411
Castro/Upper Market,37.766568001161865,-122.43434208262978,Entire home/apt,4,7,5.0,t,0,92,47,0.5,0.5,0.5,6,5.752572638825633
Outer Mission,37.73208666876984,-122.44664919880584,Entire home/apt,4,76,4.83,t,10,298,44,0.5,0.5,0.5,5,4.882801922586371
South of Market,37.7831834,-122.3991177,Entire home/apt,6,0,0.0,f,29,364,44,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,5.68697535633982
Russian Hill,37.79844767767726,-122.40860619050504,Entire home/apt,6,48,4.73,f,0,243,53,0.5,0.16666666666666666,0.5,18,6.0867747269123065
Pacific Heights,37.79543906853432,-122.4392265731786,Entire home/apt,4,1,5.0,f,0,0,46,0.75,0.5,0.75,3,6.1092475827643655
Pacific Heights,37.78795251187525,-122.4443387499134,Entire home/apt,2,11,5.0,t,0,153,53,0.0,0.5,0.5,24,4.6913478822291435
Excelsior,37.73133721837847,-122.41653752352596,Private room,2,101,4.97,t,7,322,37,0.5,0.5,0.5,2,4.07753744390572
Marina,37.80016,-122.42639,Private room,1,7,4.71,t,0,87,38,1.0,1.0,1.0,10,4.23410650459726
Marina,37.80028,-122.42763,Private room,1,6,5.0,t,0,59,38,1.0,1.0,1.0,3,3.970291913552122
Mission,37.76663419455173,-122.41797420354382,Private room,1,2,5.0,t,29,364,42,1.0,1.5,1.0,9,5.0106352940962555
Potrero Hill,37.76096593972297,-122.40540610494564,Entire home/apt,6,0,0.0,t,0,89,59,0.5,0.25,0.8333333333333334,7,5.8522024797744745
Outer Mission,37.71366,-122.44441,Entire home/apt,4,65,4.63,f,15,165,32,0.5,0.25,0.5,12,4.574710978503383
Twin Peaks,37.74711000000001,-122.4462594,Entire home/apt,6,25,4.96,t,0,178,56,0.5,0.3333333333333333,0.6666666666666666,21,5.438079308923196
Potrero Hill,37.75953459999999,-122.3955195,Entire home/apt,2,2,5.0,f,0,87,7,0.5,0.5,0.5,7,4.59511985013459
Bayview,37.72224,-122.39845,Entire home/apt,6,88,4.47,f,21,171,37,0.3333333333333333,0.16666666666666666,0.5,14,4.672828834461906
Twin Peaks,37.75861415218211,-122.44566055177616,Entire home/apt,4,0,0.0,f,29,364,48,0.5,0.5,0.5,21,5.68697535633982
Inner Richmond,37.7774708,-122.4685569,Entire home/apt,8,4,4.75,t,0,23,58,0.5,0.4375,0.625,15,6.849066282633458
South of Market,37.7782314,-122.3969608,Entire home/apt,6,11,4.91,f,0,335,20,0.5,0.4166666666666667,0.5,1,5.849324779946859
Pacific Heights,37.79068505668424,-122.44285532860344,Entire home/apt,3,22,5.0,f,6,64,46,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,6.29156913955832
Mission,37.76052288855745,-122.41946581238628,Entire home/apt,8,50,4.92,t,3,246,47,0.375,0.125,0.625,9,6.727431724850855
Mission,37.76607569432069,-122.41871695364637,Private room,1,8,4.88,t,2,242,42,1.0,1.5,1.0,9,4.174387269895637
Pacific Heights,37.78956,-122.44543,Entire home/apt,2,0,0.0,t,0,213,47,0.5,0.5,0.5,24,5.442417710521793
Marina,37.802628268117566,-122.44318302380104,Entire home/apt,2,2,5.0,t,0,149,46,0.5,0.5,0.5,3,5.572154032177765
Pacific Heights,37.79039609536881,-122.44708687788524,Entire home/apt,2,0,0.0,t,0,205,47,0.5,0.5,0.5,24,5.424950017481403
South of Market,37.78173725830773,-122.40432050678577,Entire home/apt,2,31,5.0,t,15,59,45,0.5,0.5,0.5,1,5.736572297479192
Bernal Heights,37.74601,-122.41436,Private room,2,13,4.92,t,24,174,72,0.5,0.75,0.5,20,4.709530201312334
Inner Richmond,37.77582,-122.47378,Entire home/apt,3,6,5.0,t,3,157,49,0.6666666666666666,0.8333333333333334,1.6666666666666667,15,5.541263545158426
Outer Mission,37.72952,-122.44204,Entire home/apt,2,1,5.0,f,0,284,34,0.5,0.5,0.5,5,4.31748811353631
Marina,37.79888641218259,-122.4323686649118,Private room,1,8,4.88,t,13,297,20,1.0,1.0,1.0,3,4.060443010546419
Western Addition,37.78667,-122.44221,Private room,1,11,5.0,t,0,176,71,1.0,1.0,1.0,24,4.700480365792417
Nob Hill,37.79103,-122.41541,Entire home/apt,2,2,4.5,t,1,296,50,0.0,0.5,0.5,4,5.176149732573829
Outer Richmond,37.78216752416751,-122.48047628130074,Entire home/apt,4,45,4.89,t,13,345,48,0.5,0.25,0.5,15,5.135798437050262
Castro/Upper Market,37.76908,-122.43469,Entire home/apt,5,1,5.0,f,27,303,35,0.6,0.4,0.6,6,5.484796933490655
Marina,37.80225985640598,-122.44483367648368,Entire home/apt,2,1,5.0,t,9,282,47,0.5,0.5,0.5,3,5.8289456176102075
Parkside,37.74485,-122.50806,Entire home/apt,4,8,5.0,t,0,156,23,0.5,0.5,0.75,17,5.25227342804663
Outer Sunset,37.7618,-122.48899,Entire home/apt,2,45,4.96,t,10,60,47,0.5,0.5,0.5,17,5.402677381872279
Bernal Heights,37.74666,-122.4233,Private room,2,40,4.78,t,7,237,61,0.5,0.75,0.5,13,4.564348191467836
Bernal Heights,37.74641,-122.42237,Private room,2,55,4.89,t,21,261,59,0.5,0.75,0.5,13,4.564348191467836
Bernal Heights,37.74644,-122.42288,Private room,2,72,4.96,t,17,257,57,0.5,0.75,0.5,13,4.59511985013459
Bernal Heights,37.74784966971026,-122.42326884581055,Entire home/apt,5,32,4.97,t,0,244,73,0.4,0.2,0.4,13,6.29156913955832
Marina,37.80039924034084,-122.42583084676563,Private room,1,8,5.0,t,0,77,39,1.0,1.0,1.0,10,4.290459441148391
Outer Sunset,37.7521117,-122.5062036,Entire home/apt,4,99,4.94,t,3,204,66,0.5,0.25,0.75,17,5.53338948872752
Nob Hill,37.79204,-122.40987,Entire home/apt,2,14,4.79,t,0,149,43,0.5,0.5,0.5,4,5.501258210544727
Nob Hill,37.791184476802776,-122.40963517850362,Entire home/apt,4,2,5.0,t,4,4,45,0.25,0.25,0.5,4,5.802118375377063
Nob Hill,37.79518,-122.41055,Private room,2,105,4.97,t,3,181,29,0.5,0.5,0.5,4,4.812184355372417
Outer Sunset,37.76196,-122.50774,Entire home/apt,6,5,5.0,f,0,294,35,0.5,0.3333333333333333,0.6666666666666666,17,4.969813299576001
Noe Valley,37.7478278,-122.4358006,Entire home/apt,2,110,4.72,f,9,311,42,0.0,0.5,1.0,13,4.9344739331306915
Castro/Upper Market,37.76402248368584,-122.43386784138572,Entire home/apt,8,5,4.6,f,21,350,46,0.5,0.25,0.625,6,6.835184586147301
Inner Richmond,37.78059,-122.46423,Entire home/apt,2,14,4.57,t,0,243,55,0.5,0.5,0.5,15,4.23410650459726
Potrero Hill,37.75552051971504,-122.40163441904906,Entire home/apt,2,111,4.84,t,6,296,37,0.5,0.5,0.5,7,4.795790545596741
Bayview,37.71985883621094,-122.38804399318389,Entire home/apt,5,81,4.75,t,5,191,43,0.2,0.2,0.4,14,4.605170185988092
Inner Richmond,37.7806,-122.46445,Entire home/apt,3,13,4.54,t,0,261,49,0.3333333333333333,0.3333333333333333,0.3333333333333333,15,4.406719247264253
Castro/Upper Market,37.75860826964732,-122.44003275778896,Entire home/apt,2,180,4.92,t,9,316,58,0.5,0.5,0.5,21,5.25227342804663
Marina,37.80232876187122,-122.4455913952588,Entire home/apt,6,20,4.7,f,0,290,49,0.5,0.5,0.6666666666666666,3,5.652489180268651
Twin Peaks,37.76062046106063,-122.44659221174965,Private room,2,25,4.92,t,0,310,37,0.5,0.5,0.5,21,4.553876891600541
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,13,4.92,f,19,308,49,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,f,19,308,48,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,f,19,308,48,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,f,19,308,48,0.25,0.25,0.5,4,5.652489180268651
Outer Mission,37.71416,-122.44484,Entire home/apt,5,51,4.73,f,17,243,35,0.6,0.2,0.6,12,4.875197323201151
Noe Valley,37.75209391562882,-122.4285376444459,Entire home/apt,4,1,5.0,f,0,296,55,0.5,0.5,0.5,13,5.579729825986222
Castro/Upper Market,37.76373,-122.43594,Entire home/apt,4,35,4.91,t,1,110,42,0.5,0.5,0.5,6,6.0112671744041615
Mission,37.76082510952615,-122.41796214197512,Private room,2,2,5.0,t,0,210,28,0.5,0.5,0.5,9,4.727387818712341
Bernal Heights,37.73702,-122.41144,Entire home/apt,5,0,0.0,f,0,273,13,0.6,0.4,0.6,2,5.697093486505405
Haight Ashbury,37.76004137858307,-122.44737539974204,Entire home/apt,7,2,5.0,f,2,17,28,0.42857142857142855,0.35714285714285715,0.42857142857142855,21,5.793013608384144
Russian Hill,37.79801,-122.4223,Entire home/apt,8,20,5.0,t,12,67,71,0.5,0.4375,0.5,10,7.005789019253503
South of Market,37.78770300000001,-122.391971,Private room,1,1,5.0,f,26,176,39,1.0,1.0,1.0,1,4.820281565605037
Bayview,37.735801901015314,-122.40065587105246,Private room,2,154,4.94,t,15,343,45,0.0,0.5,0.5,14,4.143134726391533
Russian Hill,37.80651,-122.41944,Entire home/apt,6,3,5.0,t,6,6,37,0.3333333333333333,0.16666666666666666,0.5,18,5.808142489980444
Chinatown,37.79515,-122.4067,Private room,4,28,5.0,t,22,254,67,0.25,0.375,0.25,4,6.1224928095143865
Bayview,37.73470866348827,-122.39967674016953,Private room,2,11,4.91,t,0,273,32,0.5,0.5,0.5,14,4.07753744390572
Potrero Hill,37.7614,-122.39783,Entire home/apt,6,1,5.0,f,13,272,19,0.3333333333333333,0.16666666666666666,0.5,7,5.739792912179234
Mission,37.76665,-122.42058,Entire home/apt,2,1,3.0,f,1,336,37,0.5,0.5,0.5,9,5.337538079701318
Mission,37.75102,-122.41685,Private room,1,6,5.0,f,0,76,44,1.0,1.0,1.0,20,4.23410650459726
Mission,37.7637972,-122.4175728,Entire home/apt,4,20,4.65,f,0,0,32,0.5,0.5,0.5,9,5.8377304471659395
Presidio Heights,37.78866158312889,-122.45566175211432,Entire home/apt,5,53,4.98,t,0,58,43,0.6,0.2,0.6,24,6.4457198193855785
Western Addition,37.770767378805125,-122.42748343483974,Entire home/apt,2,3,5.0,f,20,355,51,0.0,0.5,0.5,6,5.236441962829949
South of Market,37.78107,-122.390418,Entire home/apt,2,23,5.0,f,17,346,54,0.5,0.5,0.5,1,6.0063531596017325
Downtown/Civic Center,37.78677,-122.41129,Entire home/apt,2,202,4.87,f,22,310,22,0.5,0.5,0.0,4,5.19295685089021
South of Market,37.78676795130513,-122.39293304333164,Entire home/apt,3,6,5.0,f,15,107,49,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,6.354370040797351
Pacific Heights,37.796769,-122.428236,Entire home/apt,2,3,5.0,t,0,169,51,0.0,0.5,0.5,10,4.8283137373023015
Downtown/Civic Center,37.788568675267584,-122.4116336683048,Entire home/apt,4,5,5.0,t,11,261,49,0.25,0.25,0.5,4,5.616771097666572
Outer Mission,37.72163,-122.44884,Private room,1,2,4.5,t,0,243,45,3.0,2.0,3.0,12,3.912023005428146
Excelsior,37.7273438,-122.4106213,Entire home/apt,6,7,5.0,f,17,352,6,0.5,0.3333333333333333,0.5,2,5.703782474656201
Inner Richmond,37.77935630674146,-122.44936299420596,Entire home/apt,5,2,5.0,f,29,364,46,0.6,0.4,0.6,24,6.214608098422191
Twin Peaks,37.75647216901217,-122.44303595582892,Entire home/apt,4,17,4.88,t,10,160,46,0.5,0.25,0.5,21,6.366470447731438
Outer Sunset,37.76217012263773,-122.50605297685274,Private room,1,4,5.0,f,0,262,50,1.0,1.0,1.0,17,4.23410650459726
South of Market,37.7716774,-122.3933325,Entire home/apt,3,2,5.0,f,0,273,57,0.3333333333333333,0.5,0.3333333333333333,1,5.318119993844216
Downtown/Civic Center,37.7884549,-122.4133224,Entire home/apt,4,0,0.0,f,23,358,43,0.5,0.375,0.25,4,6.907755278982137
South of Market,37.77324,-122.39815,Entire home/apt,2,17,5.0,t,6,60,78,0.5,0.5,1.0,1,5.308267697401205
Bernal Heights,37.74324658879554,-122.41664018989712,Entire home/apt,6,138,4.99,t,3,196,67,0.5,0.16666666666666666,0.6666666666666666,2,5.877735781779639
Inner Richmond,37.78321,-122.47694,Private room,3,112,4.73,f,10,160,38,0.3333333333333333,0.3333333333333333,0.6666666666666666,15,4.127134385045092
Haight Ashbury,37.77134962335517,-122.44294858142614,Entire home/apt,11,1,5.0,f,27,267,9,0.36363636363636365,0.09090909090909091,0.36363636363636365,24,6.802394763324311
Bayview,37.73902213035056,-122.38678933809268,Entire home/apt,4,1,5.0,f,30,365,41,0.5,0.375,0.5,14,4.969813299576001
Outer Richmond,37.78433,-122.47917,Private room,3,104,4.71,f,19,156,38,0.3333333333333333,0.3333333333333333,0.6666666666666666,15,4.060443010546419
Outer Richmond,37.78284329147882,-122.47873395528951,Private room,2,64,4.66,f,12,162,39,0.5,0.5,0.5,15,4.174387269895637
Marina,37.80329493762501,-122.4286088,Entire home/apt,2,15,4.93,t,0,149,39,0.5,0.5,0.5,3,5.556828061699537
Downtown/Civic Center,37.786788767132045,-122.41015895298494,Entire home/apt,2,0,0.0,t,13,13,37,0.0,0.5,1.0,4,5.5254529391317835
Downtown/Civic Center,37.78758,-122.41125,Entire home/apt,4,15,4.93,t,11,47,20,0.0,0.25,0.5,4,4.9344739331306915
Haight Ashbury,37.77366,-122.45128,Private room,2,23,5.0,f,0,123,52,0.5,0.5,0.5,24,4.804021044733257
Mission,37.760919,-122.41671,Entire home/apt,6,7,4.86,f,0,208,28,0.5,0.5,0.8333333333333334,9,6.1092475827643655
Downtown/Civic Center,37.78785,-122.41373,Entire home/apt,4,5,5.0,t,11,261,48,0.25,0.25,0.5,4,5.616771097666572
Nob Hill,37.794284063412064,-122.41730067640913,Entire home/apt,2,1,5.0,f,20,324,50,1.5,0.5,1.0,10,5.10594547390058
Outer Sunset,37.75771832480117,-122.50186608625332,Private room,4,162,4.9,t,7,264,32,0.25,0.25,0.5,17,4.290459441148391
South of Market,37.77884842332912,-122.4047035589512,Private room,2,0,0.0,f,18,341,14,0.5,0.5,0.5,1,5.003946305945459
Western Addition,37.78024,-122.44424,Entire home/apt,9,127,4.87,t,6,108,44,0.3333333333333333,0.3333333333333333,0.4444444444444444,24,5.966146739123692
Pacific Heights,37.79626979079541,-122.42926941568072,Entire home/apt,6,5,5.0,t,0,61,56,0.5,0.75,0.5,10,6.892641641172089
Diamond Heights,37.74116892460307,-122.43659839511758,Entire home/apt,5,12,5.0,f,20,341,69,0.6,0.5,0.6,13,6.620073206530356
Western Addition,37.773511076725306,-122.42878928592566,Private room,1,6,4.33,f,10,240,35,1.0,1.0,1.0,6,4.663439094112067
Potrero Hill,37.75522400915634,-122.39849231182195,Entire home/apt,6,77,4.99,t,10,327,37,0.5,0.3333333333333333,0.5,7,5.924255797414532
Downtown/Civic Center,37.78924,-122.41372,Entire home/apt,4,8,4.88,t,11,265,48,0.25,0.25,0.5,4,5.616771097666572
West of Twin Peaks,37.74558202348935,-122.46480088141593,Entire home/apt,6,1,5.0,f,0,184,45,0.6666666666666666,0.5,0.6666666666666666,19,6.244166900663736
Castro/Upper Market,37.76061621887822,-122.43407302371676,Entire home/apt,3,6,4.83,t,2,64,44,0.6666666666666666,0.3333333333333333,0.6666666666666666,21,5.666426688112432
Western Addition,37.78013737290765,-122.44007196358244,Private room,1,5,4.2,f,0,278,34,1.0,1.0,1.0,24,3.912023005428146
South of Market,37.78318,-122.39133,Entire home/apt,2,1,5.0,f,0,106,54,0.5,0.5,0.5,1,4.5217885770490405
