neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,geo_cluster,log_price
Potrero Hill,37.75973,-122.39469,Entire home/apt,8,56,4.91,f,0,243,59,0.5,0.25,0.625,7,5.978885764901122
Bayview,37.71924,-122.3975,Private room,2,7,5.0,t,30,365,58,0.5,0.75,0.5,14,4.68213122712422
Inner Richmond,37.77703,-122.47067,Entire home/apt,9,6,4.5,f,0,255,46,0.2222222222222222,0.1111111111111111,0.8888888888888888,15,5.262690188904886
Noe Valley,37.74899527610425,-122.43517214808377,Entire home/apt,6,32,4.91,t,0,244,66,0.5,0.3333333333333333,0.5,13,6.639875833826536
Inner Sunset,37.7596664,-122.4517884,Entire home/apt,6,2,5.0,f,4,263,18,0.5,0.5,1.0,21,5.926926025970411
South of Market,37.77383273902937,-122.40275315548588,Entire home/apt,4,12,5.0,t,15,230,59,0.5,0.25,0.5,1,5.971261839790462
Mission,37.74946,-122.41802,Entire home/apt,8,2,5.0,f,0,119,42,0.5,0.375,0.5,20,5.44673737166631
Excelsior,37.7181363,-122.4373349,Private room,1,104,4.88,f,3,222,23,1.0,1.0,1.0,12,3.970291913552122
Potrero Hill,37.76083297128104,-122.40279603250517,Entire home/apt,2,14,4.86,t,15,310,55,0.5,0.5,1.0,7,5.556828061699537
South of Market,37.7884,-122.39082,Entire home/apt,6,6,5.0,t,7,320,81,0.3333333333333333,0.3333333333333333,0.5,1,5.730099782973574
Downtown/Civic Center,37.7861,-122.41576,Entire home/apt,2,11,4.82,t,0,192,59,0.5,0.5,0.5,4,4.174387269895637
Mission,37.759177,-122.41668,Entire home/apt,4,9,5.0,t,0,261,40,0.5,0.5,0.5,9,5.3981627015177525
Marina,37.7967473,-122.4329161,Entire home/apt,2,4,4.5,t,0,63,26,0.5,0.75,0.5,3,5.10594547390058
Western Addition,37.78742332093579,-122.43450226132396,Private room,2,87,4.93,t,10,155,60,0.5,0.5,0.5,3,4.948759890378168
South of Market,37.78205,-122.41018,Entire home/apt,4,7,5.0,f,0,274,43,0.25,0.25,0.25,4,5.117993812416755
Downtown/Civic Center,37.78697,-122.41224,Private room,2,0,0.0,t,29,360,9,0.5,0.5,0.5,4,5.521460917862246
Inner Richmond,37.78336612231625,-122.4723984117458,Entire home/apt,12,69,4.96,t,9,325,78,0.25,0.16666666666666666,0.5,15,6.173786103901937
Outer Sunset,37.74624,-122.50517,Entire home/apt,4,118,5.0,t,9,153,38,0.5,0.25,0.5,17,5.564520407322694
Mission,37.75813,-122.40626,Entire home/apt,3,0,0.0,t,1,58,61,0.3333333333333333,0.3333333333333333,0.6666666666666666,7,5.204006687076795
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,337,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,337,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,2,4.0,t,19,337,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,337,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,337,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,3,5.0,t,16,334,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,308,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,308,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,1,5.0,t,19,306,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,308,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,5,4.8,f,19,308,49,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,1,5.0,t,19,308,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,4,0,0.0,t,19,308,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,308,50,0.25,0.25,0.5,4,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,4,5.0,t,19,308,48,0.25,0.25,0.5,4,5.75890177387728
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,14,5.0,t,10,281,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.793013608384144
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,2,5.0,f,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.886104031450156
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,15,4.93,f,10,281,48,0.3333333333333333,0.16666666666666666,0.5,4,5.886104031450156
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,f,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.886104031450156
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,f,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.886104031450156
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,f,10,283,48,0.3333333333333333,0.16666666666666666,0.5,4,5.886104031450156
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,1,5.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,8,4.75,t,7,292,52,0.5,0.3333333333333333,0.5,4,6.082218910376446
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,2,5.0,t,5,292,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,1,3.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,7,295,52,0.5,0.3333333333333333,0.5,4,5.976350909297934
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,f,7,295,52,0.5,0.3333333333333333,0.5,4,6.056784013228625
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,30,4.8,f,7,295,52,0.5,0.3333333333333333,0.5,4,6.056784013228625
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,1,4.0,f,7,295,52,0.5,0.3333333333333333,0.5,4,6.056784013228625
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,f,7,295,52,0.5,0.3333333333333333,0.5,4,6.056784013228625
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,2,5.0,f,7,295,52,0.5,0.3333333333333333,0.5,4,6.056784013228625
Bernal Heights,37.7356264,-122.4131565,Private room,1,2,5.0,f,25,265,52,1.0,1.0,1.0,2,3.970291913552122
Noe Valley,37.74259,-122.42853,Entire home/apt,4,79,4.91,t,10,106,47,0.25,0.25,0.5,13,5.389071729816501
Financial District,37.7978687,-122.4031551,Entire home/apt,3,50,4.96,t,0,176,58,0.3333333333333333,0.3333333333333333,0.6666666666666666,4,5.247024072160486
Castro/Upper Market,37.75706,-122.43767,Entire home/apt,4,3,4.67,f,18,352,47,0.5,0.25,0.5,21,4.68213122712422
Noe Valley,37.742115965640096,-122.42743003409409,Entire home/apt,10,0,0.0,f,29,364,11,0.2,0.1,0.4,13,5.1647859739235145
Mission,37.75454,-122.41208,Entire home/apt,4,4,4.25,f,0,179,38,0.5,0.25,0.75,20,4.770684624465665
Potrero Hill,37.75748163105602,-122.38998113183985,Entire home/apt,2,7,5.0,f,3,261,11,0.5,0.5,0.5,7,5.0106352940962555
North Beach,37.8002289,-122.4076054,Entire home/apt,4,23,4.96,t,0,34,48,0.25,0.25,0.5,18,5.093750200806762
North Beach,37.80043,-122.40873,Entire home/apt,4,16,4.94,f,0,34,48,0.25,0.25,0.5,18,4.770684624465665
Mission,37.75962390445428,-122.42070032442534,Entire home/apt,4,8,5.0,t,1,105,35,0.5,0.5,0.5,9,5.41610040220442
Potrero Hill,37.75036142928936,-122.4001952550858,Entire home/apt,3,2,5.0,f,0,149,61,0.6666666666666666,0.3333333333333333,0.6666666666666666,7,5.017279836814924
Outer Richmond,37.77799,-122.4829,Entire home/apt,2,302,4.91,t,5,293,58,0.5,0.5,0.5,15,4.897839799950911
Western Addition,37.78979,-122.42469,Private room,2,81,4.81,t,29,172,55,0.5,1.5,0.5,10,4.897839799950911
Western Addition,37.78974,-122.42328,Private room,2,63,4.83,t,30,115,55,0.5,1.5,0.5,10,4.955827057601261
Western Addition,37.7888364,-122.4243282,Entire home/apt,12,54,4.87,t,30,356,54,0.5,0.25,0.5,10,6.872128101338986
Western Addition,37.78797,-122.42501,Private room,2,69,4.78,t,21,156,55,0.5,1.5,0.5,10,4.68213122712422
Inner Richmond,37.78547,-122.47854,Entire home/apt,4,122,4.94,t,9,68,47,0.0,0.25,0.5,15,4.77912349311153
Western Addition,37.77514,-122.437,Entire home/apt,4,1,5.0,f,8,267,34,0.5,0.25,0.75,6,4.882801922586371
Bernal Heights,37.7472,-122.41836,Entire home/apt,6,47,4.94,t,5,76,55,0.5,0.3333333333333333,0.6666666666666666,20,5.713732805509369
Castro/Upper Market,37.76825,-122.43824,Entire home/apt,6,81,4.84,t,10,147,47,0.3333333333333333,0.16666666666666666,0.5,6,5.278114659230517
Western Addition,37.7744305,-122.4286668,Entire home/apt,4,0,0.0,f,28,363,7,0.5,0.25,0.75,6,5.521460917862246
Inner Richmond,37.77542,-122.46955,Entire home/apt,3,159,4.85,t,7,205,44,0.6666666666666666,0.3333333333333333,0.6666666666666666,15,5.0369526024136295
Outer Richmond,37.78296,-122.47899,Entire home/apt,7,35,4.74,t,2,76,17,0.42857142857142855,0.42857142857142855,0.42857142857142855,15,5.991464547107982
Mission,37.758169,-122.407173,Entire home/apt,2,96,4.78,t,0,40,37,0.5,0.5,0.5,7,4.912654885736052
Mission,37.74866,-122.42346,Entire home/apt,2,6,4.67,f,8,336,18,0.5,0.5,0.5,13,5.062595033026967
South of Market,37.7874798,-122.3905769,Entire home/apt,2,2,5.0,f,0,107,19,0.5,0.5,0.5,1,4.867534450455582
Mission,37.76637,-122.41819,Private room,1,9,4.89,t,0,183,43,1.0,1.5,1.0,9,4.219507705176107
Castro/Upper Market,37.7678124,-122.4293507,Entire home/apt,12,44,4.8,t,3,274,40,0.4166666666666667,0.16666666666666666,0.5,6,6.2766434893416445
Bernal Heights,37.74489228109915,-122.41067783543298,Entire home/apt,6,34,4.85,f,3,210,51,0.5,0.5,0.5,20,5.537334267018537
Outer Mission,37.72733144715673,-122.4460082128644,Entire home/apt,5,67,4.97,t,5,31,70,0.6,0.6,0.6,5,5.700443573390687
Castro/Upper Market,37.7678124,-122.4293507,Entire home/apt,10,34,4.85,t,3,288,43,0.5,0.2,0.6,6,6.486160788944089
Noe Valley,37.7558,-122.43257,Entire home/apt,5,12,5.0,f,0,42,16,0.6,0.4,0.6,13,6.723832440821209
Mission,37.770357678900496,-122.4223977022981,Entire home/apt,4,0,0.0,f,0,87,7,0.5,0.25,0.5,9,5.198497031265826
South of Market,37.77985695956596,-122.401656338297,Entire home/apt,6,3,5.0,t,0,86,57,0.3333333333333333,0.16666666666666666,0.5,1,5.272999558563747
Downtown/Civic Center,37.78896630667581,-122.4128319695592,Entire home/apt,4,3,4.67,t,19,57,34,0.25,0.25,0.5,4,5.501258210544727
Downtown/Civic Center,37.7892184017746,-122.41393090405523,Entire home/apt,4,6,5.0,t,2,38,30,0.25,0.25,0.5,4,5.568344503761097
Nob Hill,37.79016864702549,-122.4116302143002,Entire home/apt,4,3,5.0,t,19,57,38,0.25,0.25,0.5,4,5.8522024797744745
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,0,0.0,t,16,222,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,22,4.82,t,9,208,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,15,4.8,t,11,215,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,0,0.0,t,16,222,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,4,4.25,t,16,222,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,2,4.0,t,18,224,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,0,0.0,t,16,222,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,27,4.93,t,7,201,50,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,3,5.0,t,14,219,50,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,4,2,5.0,t,14,218,50,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,2,5.0,f,18,224,51,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,6,5.0,f,18,224,51,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,26,4.92,f,15,216,50,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,5,5.0,f,18,224,51,0.0,0.25,0.5,4,5.41610040220442
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,7,4.86,f,18,223,51,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,23,4.78,t,14,220,50,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,3,4.33,t,18,224,49,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,3,5.0,t,14,220,50,0.0,0.25,0.5,4,5.517452896464707
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,1,3.0,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,1,5.0,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,0,0.0,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,6,4.5,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,4,4.25,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,8,5.0,f,8,215,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,13,4.92,f,18,225,50,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,2,5.0,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,3,5.0,f,18,225,49,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,2,5.0,f,18,225,50,0.0,0.25,0.5,4,5.365976015021851
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,0,0.0,f,7,296,50,0.5,0.3333333333333333,0.6666666666666666,4,5.988961416889864
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,0,0.0,f,7,296,49,0.5,0.16666666666666666,0.6666666666666666,4,5.988961416889864
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,0,0.0,f,7,296,49,0.5,0.3333333333333333,0.6666666666666666,4,5.988961416889864
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,4,5.0,f,7,296,49,0.5,0.3333333333333333,0.6666666666666666,4,5.988961416889864
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,5,4.8,f,7,296,50,0.5,0.3333333333333333,0.6666666666666666,4,6.12029741895095
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,3,5.0,f,10,284,50,0.3333333333333333,0.16666666666666666,0.5,4,5.808142489980444
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,1,5.0,f,10,284,49,0.3333333333333333,0.16666666666666666,0.5,4,5.808142489980444
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,1,5.0,f,10,284,50,0.3333333333333333,0.16666666666666666,0.5,4,5.808142489980444
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,1,5.0,f,10,284,50,0.3333333333333333,0.16666666666666666,0.5,4,5.808142489980444
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,6,5.0,f,10,284,50,0.3333333333333333,0.16666666666666666,0.5,4,5.808142489980444
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,4,0,0.0,f,19,309,49,0.25,0.25,0.5,4,5.662960480135946
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,4,2,5.0,f,19,309,50,0.25,0.25,0.5,4,5.796057750765372
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,4,2,5.0,f,19,309,49,0.25,0.25,0.5,4,5.662960480135946
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,4,7,5.0,f,19,299,50,0.25,0.25,0.5,4,5.662960480135946
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,4,4,5.0,f,19,309,49,0.25,0.25,0.5,4,5.662960480135946
South of Market,37.7775178,-122.4050445,Entire home/apt,3,6,5.0,t,2,251,57,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,5.1647859739235145
Marina,37.80085,-122.43366,Private room,1,5,4.0,t,0,304,18,1.0,1.0,1.0,3,4.127134385045092
Haight Ashbury,37.7656988,-122.4520391,Entire home/apt,2,9,5.0,t,0,317,48,1.0,0.5,2.0,21,5.181783550292085
Downtown/Civic Center,37.7862505,-122.4154684,Entire home/apt,2,0,0.0,t,0,243,46,0.5,0.5,0.5,4,5.030437921392435
North Beach,37.801543654048274,-122.40561800530698,Entire home/apt,1,8,4.75,t,3,243,40,1.0,1.0,1.0,18,5.1298987149230735
Nob Hill,37.79125767616709,-122.40985524102229,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Chinatown,37.79057124131528,-122.40839617193824,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Chinatown,37.79261,-122.40809,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Chinatown,37.79230650041446,-122.408029932422,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Nob Hill,37.7918168276165,-122.4096660095245,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Chinatown,37.79267142799335,-122.40792496285388,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Chinatown,37.79090719901164,-122.40788664794046,Entire home/apt,4,0,0.0,f,2,100,20,0.25,0.25,0.5,4,5.583496308781699
Chinatown,37.79250831626279,-122.40820956532473,Entire home/apt,4,0,0.0,f,0,10,20,0.25,0.25,0.5,4,5.717027701406222
Chinatown,37.79222428637281,-122.40788824861016,Entire home/apt,4,0,0.0,f,0,10,20,0.25,0.25,0.5,4,5.717027701406222
Chinatown,37.79076,-122.40825,Entire home/apt,4,0,0.0,f,0,10,20,0.25,0.25,0.5,4,5.717027701406222
Chinatown,37.79222,-122.40783,Entire home/apt,4,0,0.0,f,2,81,19,0.25,0.25,0.5,4,5.662960480135946
Nob Hill,37.79233,-122.40968,Entire home/apt,4,0,0.0,f,2,81,19,0.25,0.25,0.5,4,5.662960480135946
Chinatown,37.79037448901144,-122.407971881098,Entire home/apt,4,0,0.0,f,2,81,19,0.25,0.25,0.5,4,5.662960480135946
Chinatown,37.79247682436059,-122.40857171529082,Entire home/apt,4,0,0.0,f,2,81,19,0.25,0.25,0.5,4,5.662960480135946
Nob Hill,37.79063,-122.40915,Entire home/apt,4,0,0.0,f,2,81,19,0.25,0.25,0.5,4,5.662960480135946
Nob Hill,37.79082,-122.40971,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Chinatown,37.79036,-122.40849,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Chinatown,37.79045510589914,-122.40834748358472,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Nob Hill,37.79092567712394,-122.4098534114172,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Chinatown,37.79241218691611,-122.40910199935767,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Nob Hill,37.79185,-122.4099,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Nob Hill,37.79072,-122.40991,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Nob Hill,37.792278262762416,-122.40962961868068,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Chinatown,37.79195,-122.40781,Entire home/apt,2,0,0.0,f,0,88,20,0.0,0.5,0.5,4,5.564520407322694
Chinatown,37.79206,-122.40769,Entire home/apt,2,0,0.0,f,0,7,20,0.0,0.5,0.5,4,5.717027701406222
Chinatown,37.7924079061813,-122.4078821955508,Entire home/apt,2,0,0.0,f,0,7,20,0.0,0.5,0.5,4,5.717027701406222
Nob Hill,37.79193789596008,-122.40989835385724,Entire home/apt,2,0,0.0,f,0,7,20,0.0,0.5,0.5,4,5.717027701406222
Nob Hill,37.79074254814154,-122.40952503258974,Entire home/apt,2,0,0.0,f,0,7,20,0.0,0.5,0.5,4,5.717027701406222
Nob Hill,37.79220268082062,-122.40946426509976,Entire home/apt,4,0,0.0,f,0,7,20,0.25,0.25,0.5,4,5.717027701406222
Chinatown,37.7907007284736,-122.40828760973228,Entire home/apt,2,0,0.0,f,0,7,20,0.0,0.5,0.5,4,5.717027701406222
Nob Hill,37.79046997319745,-122.40908511110848,Entire home/apt,2,0,0.0,f,0,7,20,0.0,0.5,0.5,4,5.717027701406222
Western Addition,37.77517419511488,-122.42755065762118,Entire home/apt,2,0,0.0,f,29,364,49,0.5,0.5,0.5,6,5.19295685089021
Presidio Heights,37.78256680951928,-122.45327214425164,Entire home/apt,2,118,4.91,t,6,335,37,0.5,0.5,0.5,24,4.897839799950911
Haight Ashbury,37.767784655195264,-122.44737339472046,Entire home/apt,4,0,0.0,f,29,89,11,0.5,0.25,0.75,21,6.075346031088684
Glen Park,37.74047324803343,-122.42988806253996,Entire home/apt,2,9,4.89,f,1,336,51,0.5,0.5,0.5,13,4.867534450455582
Noe Valley,37.74509100160759,-122.4288071374871,Entire home/apt,6,0,0.0,f,0,80,62,0.5,0.5,0.8333333333333334,13,6.1092475827643655
West of Twin Peaks,37.73025632381171,-122.46523138624292,Entire home/apt,5,4,5.0,f,0,174,56,0.6,0.4,0.6,19,6.194405391104672
Western Addition,37.78946,-122.42328,Entire home/apt,2,6,5.0,t,0,124,52,0.5,0.5,0.5,10,6.698268054115413
Noe Valley,37.74825,-122.43344,Entire home/apt,2,167,4.98,t,4,205,47,0.5,0.5,0.5,13,5.25227342804663
Mission,37.76792,-122.42426,Private room,1,11,5.0,t,4,133,32,1.0,1.0,1.0,9,3.9889840465642745
Marina,37.80393,-122.44318,Entire home/apt,3,8,5.0,t,1,246,51,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,5.655991810819852
Bernal Heights,37.7329675988778,-122.42413907032044,Entire home/apt,4,1,5.0,f,29,364,53,0.5,0.25,0.5,2,5.521460917862246
Castro/Upper Market,37.7630602198936,-122.432023,Entire home/apt,2,65,4.78,f,17,341,44,0.5,0.5,0.5,9,5.4638318050256105
Pacific Heights,37.79122218965717,-122.43166837444411,Entire home/apt,4,5,5.0,f,0,161,69,0.75,0.625,0.75,10,7.1592919047975645
Nob Hill,37.78887548527423,-122.42012139346105,Entire home/apt,2,6,5.0,f,0,334,17,0.5,0.5,0.5,10,5.298317366548036
Mission,37.74949,-122.42447,Entire home/apt,3,49,4.71,f,7,18,46,0.3333333333333333,0.3333333333333333,0.6666666666666666,13,5.19295685089021
Russian Hill,37.80659816374075,-122.42136367678108,Entire home/apt,6,3,5.0,t,9,9,30,0.3333333333333333,0.3333333333333333,0.5,18,5.602118820879701
Bernal Heights,37.73988,-122.41995,Entire home/apt,3,0,0.0,t,0,335,10,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,5.081404364984463
